path,relative_path,category,split,defect_type,sample_id,is_mask,kind,label,anomaly_group,mask_area_ratio
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\010\000.png,breakfast_box/ground_truth/logical_anomalies/010/000.png,breakfast_box,ground_truth,logical_anomalies,010,True,mask,1,logical_anomalies,0.1022610134548611
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\011\000.png,breakfast_box/ground_truth/logical_anomalies/011/000.png,breakfast_box,ground_truth,logical_anomalies,011,True,mask,1,logical_anomalies,0.09143744574652778
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\012\000.png,breakfast_box/ground_truth/logical_anomalies/012/000.png,breakfast_box,ground_truth,logical_anomalies,012,True,mask,1,logical_anomalies,0.09789360894097222
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\013\000.png,breakfast_box/ground_truth/logical_anomalies/013/000.png,breakfast_box,ground_truth,logical_anomalies,013,True,mask,1,logical_anomalies,0.09083387586805555
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\014\000.png,breakfast_box/ground_truth/logical_anomalies/014/000.png,breakfast_box,ground_truth,logical_anomalies,014,True,mask,1,logical_anomalies,0.09084065755208333
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\015\000.png,breakfast_box/ground_truth/logical_anomalies/015/000.png,breakfast_box,ground_truth,logical_anomalies,015,True,mask,1,logical_anomalies,0.09247504340277778
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\016\000.png,breakfast_box/ground_truth/logical_anomalies/016/000.png,breakfast_box,ground_truth,logical_anomalies,016,True,mask,1,logical_anomalies,0.09291585286458333
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\017\000.png,breakfast_box/ground_truth/logical_anomalies/017/000.png,breakfast_box,ground_truth,logical_anomalies,017,True,mask,1,logical_anomalies,0.09053548177083333
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\018\000.png,breakfast_box/ground_truth/logical_anomalies/018/000.png,breakfast_box,ground_truth,logical_anomalies,018,True,mask,1,logical_anomalies,0.0958591037326389
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\019\000.png,breakfast_box/ground_truth/logical_anomalies/019/000.png,breakfast_box,ground_truth,logical_anomalies,019,True,mask,1,logical_anomalies,0.09476725260416667
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\020\000.png,breakfast_box/ground_truth/logical_anomalies/020/000.png,breakfast_box,ground_truth,logical_anomalies,020,True,mask,1,logical_anomalies,0.0971950954861111
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\021\000.png,breakfast_box/ground_truth/logical_anomalies/021/000.png,breakfast_box,ground_truth,logical_anomalies,021,True,mask,1,logical_anomalies,0.09679497612847222
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\022\000.png,breakfast_box/ground_truth/logical_anomalies/022/000.png,breakfast_box,ground_truth,logical_anomalies,022,True,mask,1,logical_anomalies,0.09688313802083333
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\023\000.png,breakfast_box/ground_truth/logical_anomalies/023/000.png,breakfast_box,ground_truth,logical_anomalies,023,True,mask,1,logical_anomalies,0.09562852647569445
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\024\000.png,breakfast_box/ground_truth/logical_anomalies/024/000.png,breakfast_box,ground_truth,logical_anomalies,024,True,mask,1,logical_anomalies,0.10030110677083333
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\025\000.png,breakfast_box/ground_truth/logical_anomalies/025/000.png,breakfast_box,ground_truth,logical_anomalies,025,True,mask,1,logical_anomalies,0.1742824978298611
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\026\000.png,breakfast_box/ground_truth/logical_anomalies/026/000.png,breakfast_box,ground_truth,logical_anomalies,026,True,mask,1,logical_anomalies,0.1590033637152778
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\027\000.png,breakfast_box/ground_truth/logical_anomalies/027/000.png,breakfast_box,ground_truth,logical_anomalies,027,True,mask,1,logical_anomalies,0.15883382161458334
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\028\000.png,breakfast_box/ground_truth/logical_anomalies/028/000.png,breakfast_box,ground_truth,logical_anomalies,028,True,mask,1,logical_anomalies,0.15556504991319445
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\029\000.png,breakfast_box/ground_truth/logical_anomalies/029/000.png,breakfast_box,ground_truth,logical_anomalies,029,True,mask,1,logical_anomalies,0.16876220703125
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\030\000.png,breakfast_box/ground_truth/logical_anomalies/030/000.png,breakfast_box,ground_truth,logical_anomalies,030,True,mask,1,logical_anomalies,0.1646999782986111
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\031\000.png,breakfast_box/ground_truth/logical_anomalies/031/000.png,breakfast_box,ground_truth,logical_anomalies,031,True,mask,1,logical_anomalies,0.16862657335069445
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\032\000.png,breakfast_box/ground_truth/logical_anomalies/032/000.png,breakfast_box,ground_truth,logical_anomalies,032,True,mask,1,logical_anomalies,0.1708645290798611
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\033\000.png,breakfast_box/ground_truth/logical_anomalies/033/000.png,breakfast_box,ground_truth,logical_anomalies,033,True,mask,1,logical_anomalies,0.2782931857638889
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\034\000.png,breakfast_box/ground_truth/logical_anomalies/034/000.png,breakfast_box,ground_truth,logical_anomalies,034,True,mask,1,logical_anomalies,0.2778184678819444
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\035\000.png,breakfast_box/ground_truth/logical_anomalies/035/000.png,breakfast_box,ground_truth,logical_anomalies,035,True,mask,1,logical_anomalies,0.2780626085069444
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\036\000.png,breakfast_box/ground_truth/logical_anomalies/036/000.png,breakfast_box,ground_truth,logical_anomalies,036,True,mask,1,logical_anomalies,0.2784627278645833
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\037\000.png,breakfast_box/ground_truth/logical_anomalies/037/000.png,breakfast_box,ground_truth,logical_anomalies,037,True,mask,1,logical_anomalies,0.1220364040798611
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\038\000.png,breakfast_box/ground_truth/logical_anomalies/038/000.png,breakfast_box,ground_truth,logical_anomalies,038,True,mask,1,logical_anomalies,0.12537977430555555
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\039\000.png,breakfast_box/ground_truth/logical_anomalies/039/000.png,breakfast_box,ground_truth,logical_anomalies,039,True,mask,1,logical_anomalies,0.1273464626736111
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\040\000.png,breakfast_box/ground_truth/logical_anomalies/040/000.png,breakfast_box,ground_truth,logical_anomalies,040,True,mask,1,logical_anomalies,0.13404676649305555
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\041\000.png,breakfast_box/ground_truth/logical_anomalies/041/000.png,breakfast_box,ground_truth,logical_anomalies,041,True,mask,1,logical_anomalies,0.1340874565972222
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\042\000.png,breakfast_box/ground_truth/logical_anomalies/042/000.png,breakfast_box,ground_truth,logical_anomalies,042,True,mask,1,logical_anomalies,0.1442328559027778
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\043\000.png,breakfast_box/ground_truth/logical_anomalies/043/000.png,breakfast_box,ground_truth,logical_anomalies,043,True,mask,1,logical_anomalies,0.13566758897569445
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\044\000.png,breakfast_box/ground_truth/logical_anomalies/044/000.png,breakfast_box,ground_truth,logical_anomalies,044,True,mask,1,logical_anomalies,0.008836534288194444
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\045\000.png,breakfast_box/ground_truth/logical_anomalies/045/000.png,breakfast_box,ground_truth,logical_anomalies,045,True,mask,1,logical_anomalies,0.026150173611111112
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\046\000.png,breakfast_box/ground_truth/logical_anomalies/046/000.png,breakfast_box,ground_truth,logical_anomalies,046,True,mask,1,logical_anomalies,0.018134223090277776
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\047\000.png,breakfast_box/ground_truth/logical_anomalies/047/000.png,breakfast_box,ground_truth,logical_anomalies,047,True,mask,1,logical_anomalies,0.025404188368055556
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\048\000.png,breakfast_box/ground_truth/logical_anomalies/048/000.png,breakfast_box,ground_truth,logical_anomalies,048,True,mask,1,logical_anomalies,0.05990939670138889
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\049\000.png,breakfast_box/ground_truth/logical_anomalies/049/000.png,breakfast_box,ground_truth,logical_anomalies,049,True,mask,1,logical_anomalies,0.0671725802951389
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\050\000.png,breakfast_box/ground_truth/logical_anomalies/050/000.png,breakfast_box,ground_truth,logical_anomalies,050,True,mask,1,logical_anomalies,0.0806003146701389
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\051\000.png,breakfast_box/ground_truth/logical_anomalies/051/000.png,breakfast_box,ground_truth,logical_anomalies,051,True,mask,1,logical_anomalies,0.07111952039930555
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\052\000.png,breakfast_box/ground_truth/logical_anomalies/052/000.png,breakfast_box,ground_truth,logical_anomalies,052,True,mask,1,logical_anomalies,0.20841471354166666
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\053\000.png,breakfast_box/ground_truth/logical_anomalies/053/000.png,breakfast_box,ground_truth,logical_anomalies,053,True,mask,1,logical_anomalies,0.20942518446180555
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\054\000.png,breakfast_box/ground_truth/logical_anomalies/054/000.png,breakfast_box,ground_truth,logical_anomalies,054,True,mask,1,logical_anomalies,0.1200222439236111
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\055\000.png,breakfast_box/ground_truth/logical_anomalies/055/000.png,breakfast_box,ground_truth,logical_anomalies,055,True,mask,1,logical_anomalies,0.2079399956597222
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\056\000.png,breakfast_box/ground_truth/logical_anomalies/056/000.png,breakfast_box,ground_truth,logical_anomalies,056,True,mask,1,logical_anomalies,0.1505466037326389
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\057\000.png,breakfast_box/ground_truth/logical_anomalies/057/000.png,breakfast_box,ground_truth,logical_anomalies,057,True,mask,1,logical_anomalies,0.1373019748263889
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\058\000.png,breakfast_box/ground_truth/logical_anomalies/058/000.png,breakfast_box,ground_truth,logical_anomalies,058,True,mask,1,logical_anomalies,0.12099202473958333
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\059\000.png,breakfast_box/ground_truth/logical_anomalies/059/000.png,breakfast_box,ground_truth,logical_anomalies,059,True,mask,1,logical_anomalies,0.04483371310763889
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\060\000.png,breakfast_box/ground_truth/logical_anomalies/060/000.png,breakfast_box,ground_truth,logical_anomalies,060,True,mask,1,logical_anomalies,0.054484049479166664
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\061\000.png,breakfast_box/ground_truth/logical_anomalies/061/000.png,breakfast_box,ground_truth,logical_anomalies,061,True,mask,1,logical_anomalies,0.1387939453125
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\062\000.png,breakfast_box/ground_truth/logical_anomalies/062/000.png,breakfast_box,ground_truth,logical_anomalies,062,True,mask,1,logical_anomalies,0.042731391059027776
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\063\000.png,breakfast_box/ground_truth/logical_anomalies/063/000.png,breakfast_box,ground_truth,logical_anomalies,063,True,mask,1,logical_anomalies,0.20973714192708334
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\064\000.png,breakfast_box/ground_truth/logical_anomalies/064/000.png,breakfast_box,ground_truth,logical_anomalies,064,True,mask,1,logical_anomalies,0.20694986979166666
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\065\000.png,breakfast_box/ground_truth/logical_anomalies/065/000.png,breakfast_box,ground_truth,logical_anomalies,065,True,mask,1,logical_anomalies,0.2068549262152778
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\066\000.png,breakfast_box/ground_truth/logical_anomalies/066/000.png,breakfast_box,ground_truth,logical_anomalies,066,True,mask,1,logical_anomalies,0.20697021484375
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\067\000.png,breakfast_box/ground_truth/logical_anomalies/067/000.png,breakfast_box,ground_truth,logical_anomalies,067,True,mask,1,logical_anomalies,0.2069159613715278
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\068\000.png,breakfast_box/ground_truth/logical_anomalies/068/000.png,breakfast_box,ground_truth,logical_anomalies,068,True,mask,1,logical_anomalies,0.21083577473958334
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\069\000.png,breakfast_box/ground_truth/logical_anomalies/069/000.png,breakfast_box,ground_truth,logical_anomalies,069,True,mask,1,logical_anomalies,0.09369574652777778
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\070\000.png,breakfast_box/ground_truth/logical_anomalies/070/000.png,breakfast_box,ground_truth,logical_anomalies,070,True,mask,1,logical_anomalies,0.2100897894965278
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\071\000.png,breakfast_box/ground_truth/logical_anomalies/071/000.png,breakfast_box,ground_truth,logical_anomalies,071,True,mask,1,logical_anomalies,0.05015733506944445
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\072\000.png,breakfast_box/ground_truth/logical_anomalies/072/000.png,breakfast_box,ground_truth,logical_anomalies,072,True,mask,1,logical_anomalies,0.08825005425347222
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\073\000.png,breakfast_box/ground_truth/logical_anomalies/073/000.png,breakfast_box,ground_truth,logical_anomalies,073,True,mask,1,logical_anomalies,0.035929361979166664
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\074\000.png,breakfast_box/ground_truth/logical_anomalies/074/000.png,breakfast_box,ground_truth,logical_anomalies,074,True,mask,1,logical_anomalies,0.03757052951388889
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\075\000.png,breakfast_box/ground_truth/logical_anomalies/075/000.png,breakfast_box,ground_truth,logical_anomalies,075,True,mask,1,logical_anomalies,0.08782280815972222
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\076\000.png,breakfast_box/ground_truth/logical_anomalies/076/000.png,breakfast_box,ground_truth,logical_anomalies,076,True,mask,1,logical_anomalies,0.028428819444444444
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\077\000.png,breakfast_box/ground_truth/logical_anomalies/077/000.png,breakfast_box,ground_truth,logical_anomalies,077,True,mask,1,logical_anomalies,0.027004665798611112
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\078\000.png,breakfast_box/ground_truth/logical_anomalies/078/000.png,breakfast_box,ground_truth,logical_anomalies,078,True,mask,1,logical_anomalies,0.14530436197916666
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\079\000.png,breakfast_box/ground_truth/logical_anomalies/079/000.png,breakfast_box,ground_truth,logical_anomalies,079,True,mask,1,logical_anomalies,0.14206949869791666
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\080\000.png,breakfast_box/ground_truth/logical_anomalies/080/000.png,breakfast_box,ground_truth,logical_anomalies,080,True,mask,1,logical_anomalies,0.043280707465277776
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\081\000.png,breakfast_box/ground_truth/logical_anomalies/081/000.png,breakfast_box,ground_truth,logical_anomalies,081,True,mask,1,logical_anomalies,0.085693359375
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\logical_anomalies\082\000.png,breakfast_box/ground_truth/logical_anomalies/082/000.png,breakfast_box,ground_truth,logical_anomalies,082,True,mask,1,logical_anomalies,0.143798828125
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\structural_anomalies\000\000.png,breakfast_box/ground_truth/structural_anomalies/000/000.png,breakfast_box,ground_truth,structural_anomalies,000,True,mask,1,structural_anomalies,0.0008680555555555555
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\structural_anomalies\001\000.png,breakfast_box/ground_truth/structural_anomalies/001/000.png,breakfast_box,ground_truth,structural_anomalies,001,True,mask,1,structural_anomalies,0.0009426540798611111
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\structural_anomalies\002\000.png,breakfast_box/ground_truth/structural_anomalies/002/000.png,breakfast_box,ground_truth,structural_anomalies,002,True,mask,1,structural_anomalies,0.0029093424479166665
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\structural_anomalies\003\000.png,breakfast_box/ground_truth/structural_anomalies/003/000.png,breakfast_box,ground_truth,structural_anomalies,003,True,mask,1,structural_anomalies,0.0008816189236111111
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\structural_anomalies\004\000.png,breakfast_box/ground_truth/structural_anomalies/004/000.png,breakfast_box,ground_truth,structural_anomalies,004,True,mask,1,structural_anomalies,0.03386094835069445
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\structural_anomalies\005\000.png,breakfast_box/ground_truth/structural_anomalies/005/000.png,breakfast_box,ground_truth,structural_anomalies,005,True,mask,1,structural_anomalies,0.0006917317708333334
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\structural_anomalies\006\000.png,breakfast_box/ground_truth/structural_anomalies/006/000.png,breakfast_box,ground_truth,structural_anomalies,006,True,mask,1,structural_anomalies,0.03554958767361111
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\structural_anomalies\007\000.png,breakfast_box/ground_truth/structural_anomalies/007/000.png,breakfast_box,ground_truth,structural_anomalies,007,True,mask,1,structural_anomalies,0.019232855902777776
D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\ground_truth\structural_anomalies\008\000.png,breakfast_box/ground_truth/structural_anomalies/008/000.png,breakfast_box,ground_truth,structural_anomalies,008,True,mask,1,structural_anomalies,0.009779188368055556
