method,implementation_backend,image_id,path,relative_path,category,split,defect_type,sample_id,label,score,map_file,time_ms
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/010,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/010.png,breakfast_box/test/good/010.png,breakfast_box,test,good,010,0,0.7348800897598267,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_010.png,20.013203999951656
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/011,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/011.png,breakfast_box/test/good/011.png,breakfast_box,test,good,011,0,1.276463270187378,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_011.png,19.763860999773897
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/012,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/012.png,breakfast_box/test/good/012.png,breakfast_box,test,good,012,0,0.8300850987434387,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_012.png,20.633691000512044
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/013,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/013.png,breakfast_box/test/good/013.png,breakfast_box,test,good,013,0,0.7407526969909668,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_013.png,23.506561999965925
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/014,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/014.png,breakfast_box/test/good/014.png,breakfast_box,test,good,014,0,1.1633087396621704,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_014.png,20.424276999619906
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/015,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/015.png,breakfast_box/test/good/015.png,breakfast_box,test,good,015,0,0.707271158695221,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_015.png,19.405392999942706
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/016,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/016.png,breakfast_box/test/good/016.png,breakfast_box,test,good,016,0,0.7599122524261475,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_016.png,20.902528999613423
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/017,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/017.png,breakfast_box/test/good/017.png,breakfast_box,test,good,017,0,0.8608098030090332,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_017.png,20.626581000215083
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/018,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/018.png,breakfast_box/test/good/018.png,breakfast_box,test,good,018,0,0.8185766339302063,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_018.png,19.021693000468076
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/019,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/019.png,breakfast_box/test/good/019.png,breakfast_box,test,good,019,0,0.6119558811187744,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_019.png,19.44105300026422
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/020,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/020.png,breakfast_box/test/good/020.png,breakfast_box,test,good,020,0,1.2370636463165283,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_020.png,19.329338000716234
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/021,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/021.png,breakfast_box/test/good/021.png,breakfast_box,test,good,021,0,0.827846348285675,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_021.png,19.667829999889364
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/022,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/022.png,breakfast_box/test/good/022.png,breakfast_box,test,good,022,0,1.1841437816619873,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_022.png,19.77083799920365
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/023,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/023.png,breakfast_box/test/good/023.png,breakfast_box,test,good,023,0,1.184426188468933,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_023.png,19.675812000059523
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/024,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/024.png,breakfast_box/test/good/024.png,breakfast_box,test,good,024,0,1.0798375606536865,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_024.png,20.389233000059903
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/025,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/025.png,breakfast_box/test/good/025.png,breakfast_box,test,good,025,0,1.0372978448867798,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_025.png,20.866384000328253
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/026,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/026.png,breakfast_box/test/good/026.png,breakfast_box,test,good,026,0,1.064961552619934,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_026.png,30.57463499953883
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/027,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/027.png,breakfast_box/test/good/027.png,breakfast_box,test,good,027,0,1.3757014274597168,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_027.png,29.07763600069302
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/028,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/028.png,breakfast_box/test/good/028.png,breakfast_box,test,good,028,0,0.9155641794204712,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_028.png,37.81541099942842
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/029,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/029.png,breakfast_box/test/good/029.png,breakfast_box,test,good,029,0,1.052824854850769,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_029.png,30.862799999340496
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/030,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/030.png,breakfast_box/test/good/030.png,breakfast_box,test,good,030,0,0.9531999230384827,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_030.png,31.395715000144264
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/031,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/031.png,breakfast_box/test/good/031.png,breakfast_box,test,good,031,0,1.1763209104537964,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_031.png,28.833825000219804
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/032,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/032.png,breakfast_box/test/good/032.png,breakfast_box,test,good,032,0,1.0976905822753906,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_032.png,35.86414599976706
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/033,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/033.png,breakfast_box/test/good/033.png,breakfast_box,test,good,033,0,0.9885691404342651,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_033.png,31.757943999764393
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/034,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/034.png,breakfast_box/test/good/034.png,breakfast_box,test,good,034,0,0.6466073989868164,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_034.png,30.63663099965197
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/035,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/035.png,breakfast_box/test/good/035.png,breakfast_box,test,good,035,0,0.9431911706924438,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_035.png,29.262534999361378
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/036,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/036.png,breakfast_box/test/good/036.png,breakfast_box,test,good,036,0,1.4338011741638184,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_036.png,30.862206000165315
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/037,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/037.png,breakfast_box/test/good/037.png,breakfast_box,test,good,037,0,1.0543147325515747,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_037.png,31.077720999746816
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/038,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/038.png,breakfast_box/test/good/038.png,breakfast_box,test,good,038,0,1.1809338331222534,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_038.png,32.716073999836226
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/039,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/039.png,breakfast_box/test/good/039.png,breakfast_box,test,good,039,0,1.2653098106384277,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_039.png,31.38671400029125
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/040,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/040.png,breakfast_box/test/good/040.png,breakfast_box,test,good,040,0,0.5154963731765747,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_040.png,30.45387399924948
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/041,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/041.png,breakfast_box/test/good/041.png,breakfast_box,test,good,041,0,1.2600740194320679,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_041.png,32.00487100002647
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/042,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/042.png,breakfast_box/test/good/042.png,breakfast_box,test,good,042,0,0.8687263131141663,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_042.png,27.838827999403293
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/043,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/043.png,breakfast_box/test/good/043.png,breakfast_box,test,good,043,0,1.0342189073562622,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_043.png,28.416806000677752
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/044,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/044.png,breakfast_box/test/good/044.png,breakfast_box,test,good,044,0,1.7227215766906738,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_044.png,32.41877300024498
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/045,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/045.png,breakfast_box/test/good/045.png,breakfast_box,test,good,045,0,1.138335108757019,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_045.png,31.01646499999333
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/046,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/046.png,breakfast_box/test/good/046.png,breakfast_box,test,good,046,0,1.0181140899658203,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_046.png,31.796993000170914
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/047,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/047.png,breakfast_box/test/good/047.png,breakfast_box,test,good,047,0,0.7398613095283508,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_047.png,21.11292700010381
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/048,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/048.png,breakfast_box/test/good/048.png,breakfast_box,test,good,048,0,1.2390681505203247,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_048.png,20.5169319997367
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/049,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/049.png,breakfast_box/test/good/049.png,breakfast_box,test,good,049,0,0.900999128818512,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_049.png,23.880183999608562
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/050,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/050.png,breakfast_box/test/good/050.png,breakfast_box,test,good,050,0,0.9597726464271545,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_050.png,21.15422299993952
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/051,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/051.png,breakfast_box/test/good/051.png,breakfast_box,test,good,051,0,1.5110981464385986,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_051.png,20.437527000467526
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/052,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/052.png,breakfast_box/test/good/052.png,breakfast_box,test,good,052,0,1.3757116794586182,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_052.png,20.340526999461872
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/053,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/053.png,breakfast_box/test/good/053.png,breakfast_box,test,good,053,0,1.4859384298324585,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_053.png,20.544486999824585
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/054,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/054.png,breakfast_box/test/good/054.png,breakfast_box,test,good,054,0,0.7387511134147644,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_054.png,20.162184000582783
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/055,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/055.png,breakfast_box/test/good/055.png,breakfast_box,test,good,055,0,1.3784939050674438,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_055.png,19.711387000825198
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/056,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/056.png,breakfast_box/test/good/056.png,breakfast_box,test,good,056,0,1.2415512800216675,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_056.png,21.19698300066375
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/057,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/057.png,breakfast_box/test/good/057.png,breakfast_box,test,good,057,0,1.3464152812957764,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_057.png,21.936422000180755
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/058,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/058.png,breakfast_box/test/good/058.png,breakfast_box,test,good,058,0,1.0755208730697632,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_058.png,19.72564900006546
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/059,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/059.png,breakfast_box/test/good/059.png,breakfast_box,test,good,059,0,1.0391706228256226,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_059.png,19.280915999843273
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/060,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/060.png,breakfast_box/test/good/060.png,breakfast_box,test,good,060,0,1.267074465751648,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_060.png,19.35807300014858
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/061,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/061.png,breakfast_box/test/good/061.png,breakfast_box,test,good,061,0,1.2988179922103882,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_061.png,19.866155000272556
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/062,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/062.png,breakfast_box/test/good/062.png,breakfast_box,test,good,062,0,1.1006290912628174,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_062.png,19.606240000030084
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/063,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/063.png,breakfast_box/test/good/063.png,breakfast_box,test,good,063,0,0.8242371678352356,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_063.png,19.324316999700386
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/064,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/064.png,breakfast_box/test/good/064.png,breakfast_box,test,good,064,0,0.7415984869003296,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_064.png,20.145559999946272
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/065,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/065.png,breakfast_box/test/good/065.png,breakfast_box,test,good,065,0,0.963539183139801,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_065.png,20.159425000201736
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/066,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/066.png,breakfast_box/test/good/066.png,breakfast_box,test,good,066,0,1.0291688442230225,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_066.png,21.65735900052823
EfficientAD,fallback_global_feature_teacher_student_proxy,breakfast_box/test/good/067,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/067.png,breakfast_box/test/good/067.png,breakfast_box,test,good,067,0,1.4341192245483398,/content/lab/Project_A_LOCO_AD/05_baselines/EfficientAD/efficientad_anomaly_maps/breakfast_box_good_067.png,19.673299999340088
