relative_path,kind,category,split,defect_type,md5,average_hash,hash_error,exact_duplicate_across_splits
breakfast_box/ground_truth/logical_anomalies/052/000.png,mask,breakfast_box,ground_truth,logical_anomalies,704b073dfcdbcff5c8c8e04f9d1bc42d,40e0e0f0f0f07000,,False
breakfast_box/ground_truth/logical_anomalies/053/000.png,mask,breakfast_box,ground_truth,logical_anomalies,0276ca5b19d31979a0c3202d0028e6a7,40e0e0f0f0f07000,,False
breakfast_box/ground_truth/logical_anomalies/054/000.png,mask,breakfast_box,ground_truth,logical_anomalies,2cbe032bcc2dfd72ab6a5606d609effa,60e0e00000f0f060,,False
breakfast_box/ground_truth/logical_anomalies/055/000.png,mask,breakfast_box,ground_truth,logical_anomalies,6366d317edcb4fd89b00271cfa729200,40e0e0f0f0f07000,,False
breakfast_box/ground_truth/logical_anomalies/056/000.png,mask,breakfast_box,ground_truth,logical_anomalies,bdfc91770293e26d5e8edf3d1a4e88ef,000020f0f0f0f060,,False
breakfast_box/ground_truth/logical_anomalies/057/000.png,mask,breakfast_box,ground_truth,logical_anomalies,7167bc2629b23a80a35b483439174b2b,60e0f0f0f0600000,,False
breakfast_box/ground_truth/logical_anomalies/058/000.png,mask,breakfast_box,ground_truth,logical_anomalies,2344e504d1d045fab9c39b3027344f01,60e0f0f0f0000000,,False
breakfast_box/ground_truth/logical_anomalies/059/000.png,mask,breakfast_box,ground_truth,logical_anomalies,909da6e5bf97baa55a39c69943288885,e0e0e00000000000,,False
breakfast_box/ground_truth/logical_anomalies/060/000.png,mask,breakfast_box,ground_truth,logical_anomalies,89808571589c2018b976e2376099ea7e,000060f0f0000000,,False
breakfast_box/ground_truth/logical_anomalies/061/000.png,mask,breakfast_box,ground_truth,logical_anomalies,36cf12f54b4450e3a05a1fb0be030310,60e0e00060f0f060,,False
breakfast_box/ground_truth/logical_anomalies/062/000.png,mask,breakfast_box,ground_truth,logical_anomalies,6d9a76d870367198a734bb11b22bfb95,60e0e00000000000,,False
breakfast_box/ground_truth/logical_anomalies/063/000.png,mask,breakfast_box,ground_truth,logical_anomalies,7e6d7b48890ae9001a3665b6fdfa975a,40e0e0f0f0f07020,,False
breakfast_box/ground_truth/logical_anomalies/064/000.png,mask,breakfast_box,ground_truth,logical_anomalies,c84a8e3f93c4bd31b420c73e19e9166b,40e0e0f0f0f07020,,False
breakfast_box/ground_truth/logical_anomalies/065/000.png,mask,breakfast_box,ground_truth,logical_anomalies,1ad5d4def376850b77720080acc9f830,40e0e0f0f0f07020,,False
breakfast_box/ground_truth/logical_anomalies/066/000.png,mask,breakfast_box,ground_truth,logical_anomalies,6bdfe60c3cde0a9ef4dad2501e24862c,40e0e0f0f0f07020,,False
breakfast_box/ground_truth/logical_anomalies/067/000.png,mask,breakfast_box,ground_truth,logical_anomalies,e5ed541b0c2b358cd0874841eaa96e00,40e0e0f0f0f07020,,False
breakfast_box/ground_truth/logical_anomalies/068/000.png,mask,breakfast_box,ground_truth,logical_anomalies,483747c8961ca104bdea7c6909a9098f,40e0e0f0f0f07020,,False
breakfast_box/ground_truth/logical_anomalies/069/000.png,mask,breakfast_box,ground_truth,logical_anomalies,d64e7d4ac37096ad38a09de14b765088,00000000f0f0f070,,False
breakfast_box/ground_truth/logical_anomalies/070/000.png,mask,breakfast_box,ground_truth,logical_anomalies,2fa4ff1523ec5b15bb150ea31d6f2abf,40e0e0f0f0f0f020,,False
breakfast_box/ground_truth/logical_anomalies/071/000.png,mask,breakfast_box,ground_truth,logical_anomalies,1c508ef83fa007eb76e02ad82177ca11,00001f1f00000000,,False
breakfast_box/ground_truth/logical_anomalies/072/000.png,mask,breakfast_box,ground_truth,logical_anomalies,23bab63fe76a74e4081c1465a497a30b,000000000e0f0f0e,,False
breakfast_box/ground_truth/logical_anomalies/073/000.png,mask,breakfast_box,ground_truth,logical_anomalies,60f52347dd9d5231c7eac0238d4bf988,000000000f1f0200,,False
breakfast_box/ground_truth/logical_anomalies/074/000.png,mask,breakfast_box,ground_truth,logical_anomalies,7f9fafc72ea09b36980d9f755a7dbe17,00000f1f00000000,,False
breakfast_box/ground_truth/logical_anomalies/075/000.png,mask,breakfast_box,ground_truth,logical_anomalies,5e2911af9040c3a4d10e304e86483b36,000000000e0f0f06,,False
breakfast_box/ground_truth/logical_anomalies/076/000.png,mask,breakfast_box,ground_truth,logical_anomalies,677c8ae3c89ec19ecd944626c2c4806d,000000000f1f0000,,False
breakfast_box/ground_truth/logical_anomalies/077/000.png,mask,breakfast_box,ground_truth,logical_anomalies,f9585360c040c1d9e67ab343d0cbd08d,000000000f1f0000,,False
breakfast_box/ground_truth/logical_anomalies/078/000.png,mask,breakfast_box,ground_truth,logical_anomalies,50bdaa471ae3d7f56ad4af9516b47748,1e1f1f1f00000000,,False
breakfast_box/ground_truth/logical_anomalies/079/000.png,mask,breakfast_box,ground_truth,logical_anomalies,94c3a3d1118998a8ae95de3f3c07e639,1e1f1f1f00000000,,False
breakfast_box/ground_truth/logical_anomalies/080/000.png,mask,breakfast_box,ground_truth,logical_anomalies,1ce1dd3d78a158c10e46f7c39679a70e,00000f1f00000000,,False
breakfast_box/ground_truth/logical_anomalies/081/000.png,mask,breakfast_box,ground_truth,logical_anomalies,56507ccffb8c03a7a3df3888f6dc45e0,000000000e0f0f06,,False
breakfast_box/ground_truth/logical_anomalies/082/000.png,mask,breakfast_box,ground_truth,logical_anomalies,6c0db2d89268a0cc9350a3ae63dd42bc,1e1f1f1f00000000,,False
breakfast_box/ground_truth/structural_anomalies/000/000.png,mask,breakfast_box,ground_truth,structural_anomalies,b10b22f2da3600f858d7b2a4817812df,0000303000000000,,False
breakfast_box/ground_truth/structural_anomalies/001/000.png,mask,breakfast_box,ground_truth,structural_anomalies,118dfb53c152ce8c56d887f396bdcdb7,0000000000000006,,False
breakfast_box/ground_truth/structural_anomalies/002/000.png,mask,breakfast_box,ground_truth,structural_anomalies,cabf818e037830d3e2d39802f09839f7,0000010101010000,,False
breakfast_box/ground_truth/structural_anomalies/003/000.png,mask,breakfast_box,ground_truth,structural_anomalies,3f4ec60b64dba257b135fa5c398f9f39,0000101800000000,,False
breakfast_box/ground_truth/structural_anomalies/004/000.png,mask,breakfast_box,ground_truth,structural_anomalies,f3b0796bff6428f21814d82658f6a6cb,00000000020f0e00,,False
breakfast_box/ground_truth/structural_anomalies/005/000.png,mask,breakfast_box,ground_truth,structural_anomalies,ab3ddc141844a656a3107f682e7d9953,0000181800000000,,False
breakfast_box/ground_truth/structural_anomalies/006/000.png,mask,breakfast_box,ground_truth,structural_anomalies,a6c8286424830e35972db5b71b26047d,0000303030e06000,,False
breakfast_box/ground_truth/structural_anomalies/007/000.png,mask,breakfast_box,ground_truth,structural_anomalies,626ae49b1f8749ae7228d04fbb29c574,0000000000303010,,False
breakfast_box/ground_truth/structural_anomalies/008/000.png,mask,breakfast_box,ground_truth,structural_anomalies,bff5a89179195eb41672eb6ff1e96d11,0000000000303030,,False
breakfast_box/ground_truth/structural_anomalies/009/000.png,mask,breakfast_box,ground_truth,structural_anomalies,1de055efed0719d58539734693fb7c2c,00000000000c0c00,,False
breakfast_box/ground_truth/structural_anomalies/010/000.png,mask,breakfast_box,ground_truth,structural_anomalies,46d0b111e01a4eed87c70b528f58afa6,0000c0c0c0000000,,False
breakfast_box/ground_truth/structural_anomalies/011/000.png,mask,breakfast_box,ground_truth,structural_anomalies,aded9ed9a1a29f9564279a82cff5bb87,00000000080c0c00,,False
breakfast_box/ground_truth/structural_anomalies/012/000.png,mask,breakfast_box,ground_truth,structural_anomalies,cd838c3817f1d7515b7430c9fdc736ae,0006060000000000,,False
breakfast_box/ground_truth/structural_anomalies/013/000.png,mask,breakfast_box,ground_truth,structural_anomalies,cc07e37c96858049753056047ed0d446,0000006060600000,,False
breakfast_box/ground_truth/structural_anomalies/014/000.png,mask,breakfast_box,ground_truth,structural_anomalies,b3a60a701ebe5f5246b03dd6b8608ef5,0000303030000000,,False
breakfast_box/ground_truth/structural_anomalies/015/000.png,mask,breakfast_box,ground_truth,structural_anomalies,bc8629397dbd9af275a5723e363cbbcf,0000303030000000,,False
breakfast_box/ground_truth/structural_anomalies/016/000.png,mask,breakfast_box,ground_truth,structural_anomalies,dfbcc43b8001acda47cd04c964d49287,000000c0c0000000,,False
breakfast_box/ground_truth/structural_anomalies/017/000.png,mask,breakfast_box,ground_truth,structural_anomalies,410163231d0b767941302ec99e3644ae,0000000000303030,,False
breakfast_box/ground_truth/structural_anomalies/018/000.png,mask,breakfast_box,ground_truth,structural_anomalies,1499dc5ac755c1345c245e296efe06c4,0000c0e0c0400000,,False
breakfast_box/ground_truth/structural_anomalies/019/000.png,mask,breakfast_box,ground_truth,structural_anomalies,bbf2142679e55beaa43beb328829c439,0000003030000000,,False
breakfast_box/ground_truth/structural_anomalies/020/000.png,mask,breakfast_box,ground_truth,structural_anomalies,f8892bb83f2040100bbe79583be0f777,0c0c040000000000,,False
breakfast_box/ground_truth/structural_anomalies/021/000.png,mask,breakfast_box,ground_truth,structural_anomalies,868857e99dc8402bda9f3c4aa2d15b0d,0000000000606000,,False
breakfast_box/ground_truth/structural_anomalies/022/000.png,mask,breakfast_box,ground_truth,structural_anomalies,60e39a426a59fe48a3e1c00f08db42eb,0000703070604000,,False
breakfast_box/ground_truth/structural_anomalies/023/000.png,mask,breakfast_box,ground_truth,structural_anomalies,fd78495064e3ff8067290dde7216360e,040e1c1800000000,,False
breakfast_box/ground_truth/structural_anomalies/024/000.png,mask,breakfast_box,ground_truth,structural_anomalies,9f070e3b6a7720ddde782977b56a48fa,0000307070300000,,False
breakfast_box/ground_truth/structural_anomalies/025/000.png,mask,breakfast_box,ground_truth,structural_anomalies,c9f90d611d29260969268cfb7d4ddf09,0000000006060200,,False
breakfast_box/ground_truth/structural_anomalies/026/000.png,mask,breakfast_box,ground_truth,structural_anomalies,b3da0dca35747a4134da245392c2f0a9,001c0c0000000000,,False
breakfast_box/ground_truth/structural_anomalies/027/000.png,mask,breakfast_box,ground_truth,structural_anomalies,550b00356b1e8a60a29417c8cb4a16c2,0000606040000000,,False
breakfast_box/ground_truth/structural_anomalies/028/000.png,mask,breakfast_box,ground_truth,structural_anomalies,d0ff39f74984b43e6ea5cabbc27e9baa,00000000060e0e00,,False
breakfast_box/ground_truth/structural_anomalies/029/000.png,mask,breakfast_box,ground_truth,structural_anomalies,bfdc86c6c3711619a22a12aa105696c2,0006060200000000,,False
breakfast_box/ground_truth/structural_anomalies/030/000.png,mask,breakfast_box,ground_truth,structural_anomalies,f953dceba3903cbc586affeae392155e,002070c0f0703000,,False
breakfast_box/ground_truth/structural_anomalies/031/000.png,mask,breakfast_box,ground_truth,structural_anomalies,568622f68759ecb107d3ba3d6b37a050,0000303030000000,,False
breakfast_box/ground_truth/structural_anomalies/032/000.png,mask,breakfast_box,ground_truth,structural_anomalies,c880420da62af805b7f529e1b828029f,000e0e0800000000,,False
breakfast_box/ground_truth/structural_anomalies/033/000.png,mask,breakfast_box,ground_truth,structural_anomalies,08f443ac20ed4b8e55f4ffb889ac4aee,0000060700000000,,False
breakfast_box/ground_truth/structural_anomalies/034/000.png,mask,breakfast_box,ground_truth,structural_anomalies,c30dc84802e67a8a06542ea8663ab374,0040600000000000,,False
breakfast_box/ground_truth/structural_anomalies/035/000.png,mask,breakfast_box,ground_truth,structural_anomalies,77f4f460b4f03756ab1bcfff09782693,00000000000c0e00,,False
breakfast_box/ground_truth/structural_anomalies/036/000.png,mask,breakfast_box,ground_truth,structural_anomalies,62a0b4ec93be29fa036cd0695791e3d4,00e0e00000000000,,False
breakfast_box/ground_truth/structural_anomalies/037/000.png,mask,breakfast_box,ground_truth,structural_anomalies,096c878d050649f7fb371c74d150242a,00000000060e0600,,False
breakfast_box/ground_truth/structural_anomalies/038/000.png,mask,breakfast_box,ground_truth,structural_anomalies,0697d610804c03bcb3ec34f227722a64,0000060700000000,,False
breakfast_box/ground_truth/structural_anomalies/039/000.png,mask,breakfast_box,ground_truth,structural_anomalies,02be7ac19b6c7a083b094356ebfe6728,00080c0c00000000,,False
breakfast_box/ground_truth/structural_anomalies/040/000.png,mask,breakfast_box,ground_truth,structural_anomalies,beb0a40d76248b3750746abc0b02ba6c,00040e0e00000000,,False
breakfast_box/ground_truth/structural_anomalies/041/000.png,mask,breakfast_box,ground_truth,structural_anomalies,549fcae7384a88ff3f10f00e9322a36c,00040e0e00000000,,False
breakfast_box/ground_truth/structural_anomalies/042/000.png,mask,breakfast_box,ground_truth,structural_anomalies,07fa264ed132a27b07731420e0ccc82c,0000030700000000,,False
breakfast_box/ground_truth/structural_anomalies/043/000.png,mask,breakfast_box,ground_truth,structural_anomalies,d3f5e2385d863bacf43d7740aaef168b,00040e0600000000,,False
breakfast_box/ground_truth/structural_anomalies/044/000.png,mask,breakfast_box,ground_truth,structural_anomalies,9b186a021eb449385e4de4906b14a5c8,0060600000000000,,False
breakfast_box/ground_truth/structural_anomalies/045/000.png,mask,breakfast_box,ground_truth,structural_anomalies,0e25688fb65cf26036e5cfd27461be1c,0000000000c0c000,,False
breakfast_box/ground_truth/structural_anomalies/046/000.png,mask,breakfast_box,ground_truth,structural_anomalies,c116b63c4767ba311ecc056bdf4c0935,6060000000000000,,False
breakfast_box/ground_truth/structural_anomalies/047/000.png,mask,breakfast_box,ground_truth,structural_anomalies,a2dcf128959c1f1d4543f01f526212f8,0000606060000000,,False
breakfast_box/ground_truth/structural_anomalies/048/000.png,mask,breakfast_box,ground_truth,structural_anomalies,b8421b87244148bfdde535f7ecf92173,0000207030000000,,False
breakfast_box/ground_truth/structural_anomalies/049/000.png,mask,breakfast_box,ground_truth,structural_anomalies,9ad23bb1feca231d406aca204442f718,0000007070000000,,False
breakfast_box/ground_truth/structural_anomalies/050/000.png,mask,breakfast_box,ground_truth,structural_anomalies,0405ec0d14bd5210cabfe6ff4db37ddb,e0e0000000000000,,False
breakfast_box/ground_truth/structural_anomalies/051/000.png,mask,breakfast_box,ground_truth,structural_anomalies,d5f1214ffd1ca020bd1f606df11daa46,6060400000000000,,False
breakfast_box/ground_truth/structural_anomalies/052/000.png,mask,breakfast_box,ground_truth,structural_anomalies,9839987d4b4cfd4f928846858d3f6206,60e0c00000000000,,False
breakfast_box/ground_truth/structural_anomalies/053/000.png,mask,breakfast_box,ground_truth,structural_anomalies,73ac9fd6270fbb58745a290ab0d6308a,0000003030200000,,False
breakfast_box/ground_truth/structural_anomalies/054/000.png,mask,breakfast_box,ground_truth,structural_anomalies,b2e624ec9772ed8594a35750a9a169d9,2060600000000000,,False
breakfast_box/ground_truth/structural_anomalies/055/000.png,mask,breakfast_box,ground_truth,structural_anomalies,796a4fc15f01748087f81b8f17eb9242,6060000000000000,,False
breakfast_box/ground_truth/structural_anomalies/056/000.png,mask,breakfast_box,ground_truth,structural_anomalies,58a68c440046e7782f45a63bcab87c7c,0000000000303030,,False
breakfast_box/ground_truth/structural_anomalies/057/000.png,mask,breakfast_box,ground_truth,structural_anomalies,94fe47b076626e570b34468d1a26ff88,0060600000000000,,False
breakfast_box/ground_truth/structural_anomalies/058/000.png,mask,breakfast_box,ground_truth,structural_anomalies,582dbf75a7e36bb0dc3e8c91bfefb8bb,0000006060000000,,False
breakfast_box/ground_truth/structural_anomalies/059/000.png,mask,breakfast_box,ground_truth,structural_anomalies,29a5e700d5cfbddab4e9a36931ad3ac2,e0e0000000000000,,False
breakfast_box/ground_truth/structural_anomalies/060/000.png,mask,breakfast_box,ground_truth,structural_anomalies,66246aa98cea6c4d2343feacbceb1001,4060000000000000,,False
breakfast_box/ground_truth/structural_anomalies/061/000.png,mask,breakfast_box,ground_truth,structural_anomalies,10baf454514d093d4ff1b5691f67ab16,0000000000606000,,False
breakfast_box/ground_truth/structural_anomalies/062/000.png,mask,breakfast_box,ground_truth,structural_anomalies,9b4f289d9fd9403a08a8a89a9e850960,0000000000e0e000,,False
breakfast_box/ground_truth/structural_anomalies/063/000.png,mask,breakfast_box,ground_truth,structural_anomalies,955de1ab9bca5b6346e646e47dfbc66f,0000004060000000,,False
breakfast_box/ground_truth/structural_anomalies/064/000.png,mask,breakfast_box,ground_truth,structural_anomalies,de09c5dfdc4b7d7c34b8b7ae355a2110,000000c0c0000000,,False
breakfast_box/ground_truth/structural_anomalies/065/000.png,mask,breakfast_box,ground_truth,structural_anomalies,c5bd70884e1c78b4cb8af7e65efe1766,0000007030000000,,False
breakfast_box/ground_truth/structural_anomalies/066/000.png,mask,breakfast_box,ground_truth,structural_anomalies,07dae8dd87d15fb407a0704a1a70a428,0060600000000000,,False
breakfast_box/ground_truth/structural_anomalies/067/000.png,mask,breakfast_box,ground_truth,structural_anomalies,69ff601b58d831ab7be1784f0479d012,0000000020303000,,False
breakfast_box/ground_truth/structural_anomalies/068/000.png,mask,breakfast_box,ground_truth,structural_anomalies,e33ddb7887f2b26c29ebe64695eb1d04,0000000000303000,,False
breakfast_box/ground_truth/structural_anomalies/069/000.png,mask,breakfast_box,ground_truth,structural_anomalies,709912754ad20c967dc9147323fc0b48,0000000000303000,,False
breakfast_box/ground_truth/structural_anomalies/070/000.png,mask,breakfast_box,ground_truth,structural_anomalies,f6a011f50d767f7106ee1ea2e47b88ba,60e0e04000000000,,False
breakfast_box/ground_truth/structural_anomalies/071/000.png,mask,breakfast_box,ground_truth,structural_anomalies,6b71a1e4ef390f270643e23f33f12a79,0000000000406000,,False
breakfast_box/ground_truth/structural_anomalies/072/000.png,mask,breakfast_box,ground_truth,structural_anomalies,721846a3d2275e09068b5177176e0d90,0000303000000000,,False
breakfast_box/ground_truth/structural_anomalies/073/000.png,mask,breakfast_box,ground_truth,structural_anomalies,15b47ff32abd63ac17c78b62e8064e9e,0000607000000000,,False
breakfast_box/ground_truth/structural_anomalies/074/000.png,mask,breakfast_box,ground_truth,structural_anomalies,de33b66c03f1b6bc82be3c09dc06aee9,0000006060000000,,False
breakfast_box/ground_truth/structural_anomalies/075/000.png,mask,breakfast_box,ground_truth,structural_anomalies,062ededc024e9084ae4dbbffa937f989,0c1e1e0e0e0e0e00,,False
breakfast_box/ground_truth/structural_anomalies/076/000.png,mask,breakfast_box,ground_truth,structural_anomalies,8bd815d41166b77cae8772565c01748c,0c1e1e0e0e0e0e00,,False
breakfast_box/ground_truth/structural_anomalies/077/000.png,mask,breakfast_box,ground_truth,structural_anomalies,3abb60c3a76d096dfd9f05bcf804ca8c,0c1e1f0f0e0e0e00,,False
breakfast_box/ground_truth/structural_anomalies/078/000.png,mask,breakfast_box,ground_truth,structural_anomalies,e476e0cdbbac0680778bfd893f3b6506,081e1e0e0e0e0e00,,False
