path,relative_path,file_name,file_size_bytes,width,height,mode,corrupted,error,category,split,defect_type,sample_id,is_mask,kind,label,anomaly_group
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\058\000.png,breakfast_box/ground_truth/logical_anomalies/058/000.png,000.png,5342,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,058,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\059\000.png,breakfast_box/ground_truth/logical_anomalies/059/000.png,000.png,3940,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,059,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\060\000.png,breakfast_box/ground_truth/logical_anomalies/060/000.png,000.png,4075,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,060,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\061\000.png,breakfast_box/ground_truth/logical_anomalies/061/000.png,000.png,6697,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,061,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\062\000.png,breakfast_box/ground_truth/logical_anomalies/062/000.png,000.png,3894,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,062,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\063\000.png,breakfast_box/ground_truth/logical_anomalies/063/000.png,000.png,6718,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,063,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\064\000.png,breakfast_box/ground_truth/logical_anomalies/064/000.png,000.png,6330,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,064,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\065\000.png,breakfast_box/ground_truth/logical_anomalies/065/000.png,000.png,6296,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,065,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\066\000.png,breakfast_box/ground_truth/logical_anomalies/066/000.png,000.png,6365,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,066,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\067\000.png,breakfast_box/ground_truth/logical_anomalies/067/000.png,000.png,6442,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,067,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\068\000.png,breakfast_box/ground_truth/logical_anomalies/068/000.png,000.png,6692,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,068,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\069\000.png,breakfast_box/ground_truth/logical_anomalies/069/000.png,000.png,4424,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,069,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\070\000.png,breakfast_box/ground_truth/logical_anomalies/070/000.png,000.png,6486,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,070,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\071\000.png,breakfast_box/ground_truth/logical_anomalies/071/000.png,000.png,4046,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,071,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\072\000.png,breakfast_box/ground_truth/logical_anomalies/072/000.png,000.png,4760,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,072,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\073\000.png,breakfast_box/ground_truth/logical_anomalies/073/000.png,000.png,3982,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,073,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\074\000.png,breakfast_box/ground_truth/logical_anomalies/074/000.png,000.png,3847,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,074,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\075\000.png,breakfast_box/ground_truth/logical_anomalies/075/000.png,000.png,4789,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,075,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\076\000.png,breakfast_box/ground_truth/logical_anomalies/076/000.png,000.png,3653,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,076,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\077\000.png,breakfast_box/ground_truth/logical_anomalies/077/000.png,000.png,3822,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,077,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\078\000.png,breakfast_box/ground_truth/logical_anomalies/078/000.png,000.png,5779,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,078,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\079\000.png,breakfast_box/ground_truth/logical_anomalies/079/000.png,000.png,5468,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,079,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\080\000.png,breakfast_box/ground_truth/logical_anomalies/080/000.png,000.png,4086,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,080,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\081\000.png,breakfast_box/ground_truth/logical_anomalies/081/000.png,000.png,4711,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,081,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\logical_anomalies\082\000.png,breakfast_box/ground_truth/logical_anomalies/082/000.png,000.png,5569,1600,1280,L,False,,breakfast_box,ground_truth,logical_anomalies,082,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\000\000.png,breakfast_box/ground_truth/structural_anomalies/000/000.png,000.png,2517,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,000,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\001\000.png,breakfast_box/ground_truth/structural_anomalies/001/000.png,000.png,2386,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,001,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\002\000.png,breakfast_box/ground_truth/structural_anomalies/002/000.png,000.png,2962,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,002,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\003\000.png,breakfast_box/ground_truth/structural_anomalies/003/000.png,000.png,2506,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,003,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\004\000.png,breakfast_box/ground_truth/structural_anomalies/004/000.png,000.png,4084,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,004,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\005\000.png,breakfast_box/ground_truth/structural_anomalies/005/000.png,000.png,2769,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,005,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\006\000.png,breakfast_box/ground_truth/structural_anomalies/006/000.png,000.png,6043,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,006,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\007\000.png,breakfast_box/ground_truth/structural_anomalies/007/000.png,000.png,3541,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,007,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\008\000.png,breakfast_box/ground_truth/structural_anomalies/008/000.png,000.png,3468,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,008,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\009\000.png,breakfast_box/ground_truth/structural_anomalies/009/000.png,000.png,2819,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,009,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\010\000.png,breakfast_box/ground_truth/structural_anomalies/010/000.png,000.png,3474,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,010,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\011\000.png,breakfast_box/ground_truth/structural_anomalies/011/000.png,000.png,2820,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,011,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\012\000.png,breakfast_box/ground_truth/structural_anomalies/012/000.png,000.png,2629,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,012,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\013\000.png,breakfast_box/ground_truth/structural_anomalies/013/000.png,000.png,4269,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,013,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\014\000.png,breakfast_box/ground_truth/structural_anomalies/014/000.png,000.png,3244,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,014,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\015\000.png,breakfast_box/ground_truth/structural_anomalies/015/000.png,000.png,4208,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,015,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\016\000.png,breakfast_box/ground_truth/structural_anomalies/016/000.png,000.png,3571,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,016,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\017\000.png,breakfast_box/ground_truth/structural_anomalies/017/000.png,000.png,3509,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,017,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\018\000.png,breakfast_box/ground_truth/structural_anomalies/018/000.png,000.png,4040,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,018,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\019\000.png,breakfast_box/ground_truth/structural_anomalies/019/000.png,000.png,2703,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,019,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\020\000.png,breakfast_box/ground_truth/structural_anomalies/020/000.png,000.png,3296,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,020,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\021\000.png,breakfast_box/ground_truth/structural_anomalies/021/000.png,000.png,2601,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,021,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\022\000.png,breakfast_box/ground_truth/structural_anomalies/022/000.png,000.png,5520,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,022,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\023\000.png,breakfast_box/ground_truth/structural_anomalies/023/000.png,000.png,3969,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,023,True,mask,1,structural_anomalies
D:\Anal Project Codex\Phase 1\breakfast_box\ground_truth\structural_anomalies\024\000.png,breakfast_box/ground_truth/structural_anomalies/024/000.png,000.png,4771,1600,1280,L,False,,breakfast_box,ground_truth,structural_anomalies,024,True,mask,1,structural_anomalies
