relative_path,kind,category,split,defect_type,width,height,wrong_size,mask_binary,non_binary_mask,error
breakfast_box/ground_truth/logical_anomalies/066/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/067/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/068/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/069/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/070/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/071/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/072/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/073/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/074/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/075/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/076/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/077/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/078/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/079/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/080/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/081/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/logical_anomalies/082/000.png,mask,breakfast_box,ground_truth,logical_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/000/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/001/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/002/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/003/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/004/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/005/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/006/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/007/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/008/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/009/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/010/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/011/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/012/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/013/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/014/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/015/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/016/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/017/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/018/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/019/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/020/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/021/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/022/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/023/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/024/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/025/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/026/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/027/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/028/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/029/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/030/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/031/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/032/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/033/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/034/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/035/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/036/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/037/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/038/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/039/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/040/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/041/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/042/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/043/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/044/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/045/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/046/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/047/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/048/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/049/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/050/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/051/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/052/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/053/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/054/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/055/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/056/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/057/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/058/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/059/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/060/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/061/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/062/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/063/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/064/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/065/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/066/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/067/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/068/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/069/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/070/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/071/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/072/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/073/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/074/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/075/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/076/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/077/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/078/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/079/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/080/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/081/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/082/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/083/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/084/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/085/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/086/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/087/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/088/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/ground_truth/structural_anomalies/089/000.png,mask,breakfast_box,ground_truth,structural_anomalies,384,384,False,"0,255",False,
breakfast_box/test/good/000.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/001.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/002.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/003.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/004.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/005.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/006.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/007.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/008.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/009.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/010.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/011.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/012.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/013.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/014.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/015.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/016.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/017.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/018.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/019.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/020.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/021.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/022.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/023.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/024.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/025.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/026.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/027.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/028.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/029.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/030.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/031.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/032.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/033.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/034.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/035.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/036.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/037.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/038.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/039.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/040.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/041.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/042.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/043.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/044.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/045.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/046.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/047.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/048.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/049.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/050.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/051.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/052.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/053.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/054.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/055.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/056.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/057.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/058.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/059.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/060.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/061.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/062.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/063.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/064.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/065.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/066.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/067.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/068.png,product,breakfast_box,test,good,384,384,False,,False,
breakfast_box/test/good/069.png,product,breakfast_box,test,good,384,384,False,,False,
