method,category,anomaly_type,n_good,n_anomaly,auroc,f1_max,f1_threshold,precision_at_f1,recall_at_f1
PatchCore,pushpins,structural,138,81,0.5799785292538916,0.5593869731800766,0.42341325606302627,0.40555555555555556,0.9012345679012346
PatchCore,pushpins,overall,138,172,0.5337040781934614,0.7136929460580913,0.386954692693857,0.5548387096774193,1.0
PatchCore,screw_bag,logical,122,137,0.5246499940169917,0.6919191919191919,0.4842872023582458,0.528957528957529,1.0
PatchCore,screw_bag,structural,122,82,0.7854858056777289,0.6820809248554913,0.5956424947267893,0.6483516483516484,0.7195121951219512
PatchCore,screw_bag,overall,122,219,0.622314544501834,0.7821428571428571,0.4842872023582458,0.6422287390029325,1.0
PatchCore,splicing_connectors,logical,119,108,0.7864145658263306,0.7027027027027027,0.47156233040116957,0.6842105263157895,0.7222222222222222
PatchCore,splicing_connectors,structural,119,85,0.725852694018784,0.6303030303030303,0.47787593712344056,0.65,0.611764705882353
PatchCore,splicing_connectors,overall,119,193,0.7597422388644578,0.7770700636942676,0.43796089585333386,0.658273381294964,0.9481865284974094
DINOv2 PatchMemory,breakfast_box,logical,102,83,0.7911646586345381,0.7294117647058823,0.5532598888546885,0.7126436781609196,0.7469879518072289
DINOv2 PatchMemory,breakfast_box,structural,102,90,0.8089324618736382,0.7391304347826086,0.5515946647491425,0.723404255319149,0.7555555555555555
DINOv2 PatchMemory,breakfast_box,overall,102,173,0.8004080244814689,0.8022598870056498,0.5429119009929225,0.7845303867403315,0.8208092485549133
DINOv2 PatchMemory,juice_bottle,logical,94,142,0.8927180101887924,0.8389513108614233,0.3756995029462365,0.896,0.7887323943661971
DINOv2 PatchMemory,juice_bottle,structural,94,94,0.9256450882752376,0.851063829787234,0.3735033052973089,0.851063829787234,0.851063829787234
DINOv2 PatchMemory,juice_bottle,overall,94,236,0.9058330328164442,0.88,0.36150724211852425,0.8744769874476988,0.885593220338983
DINOv2 PatchMemory,pushpins,logical,138,91,0.4925147316451664,0.56875,0.3901120676444127,0.39737991266375544,1.0
DINOv2 PatchMemory,pushpins,structural,138,81,0.5799785292538916,0.5593869731800766,0.42341325606302627,0.40555555555555556,0.9012345679012346
DINOv2 PatchMemory,pushpins,overall,138,172,0.5337040781934614,0.7136929460580913,0.386954692693857,0.5548387096774193,1.0
DINOv2 PatchMemory,screw_bag,logical,122,137,0.5246499940169917,0.6919191919191919,0.4842872023582458,0.528957528957529,1.0
DINOv2 PatchMemory,screw_bag,structural,122,82,0.7854858056777289,0.6820809248554913,0.5956424947267893,0.6483516483516484,0.7195121951219512
DINOv2 PatchMemory,screw_bag,overall,122,219,0.622314544501834,0.7821428571428571,0.4842872023582458,0.6422287390029325,1.0
DINOv2 PatchMemory,splicing_connectors,logical,119,108,0.7864145658263306,0.7027027027027027,0.47156233040116957,0.6842105263157895,0.7222222222222222
DINOv2 PatchMemory,splicing_connectors,structural,119,85,0.725852694018784,0.6303030303030303,0.47787593712344056,0.65,0.611764705882353
DINOv2 PatchMemory,splicing_connectors,overall,119,193,0.7597422388644578,0.7770700636942676,0.43796089585333386,0.658273381294964,0.9481865284974094
GridAware DINOv2,breakfast_box,logical,102,83,0.8417198204583038,0.7745664739884393,0.5238391485369062,0.7444444444444445,0.8072289156626506
GridAware DINOv2,breakfast_box,structural,102,90,0.8172113289760349,0.757396449704142,0.535251062672987,0.810126582278481,0.7111111111111111
GridAware DINOv2,breakfast_box,overall,102,173,0.8289697381842911,0.813953488372093,0.5177860959966901,0.8187134502923976,0.8092485549132948
GridAware DINOv2,juice_bottle,logical,94,142,0.9362451303566078,0.8767123287671232,0.3062337435577475,0.8533333333333334,0.9014084507042254
GridAware DINOv2,juice_bottle,structural,94,94,0.9539384336803983,0.8961748633879781,0.321605410753736,0.9213483146067416,0.8723404255319149
GridAware DINOv2,juice_bottle,overall,94,236,0.9432924630364227,0.9109311740890689,0.2972173936863779,0.872093023255814,0.9533898305084746
GridAware DINOv2,pushpins,logical,138,91,0.5336040770823379,0.5723905723905723,0.3637578722865691,0.41262135922330095,0.9340659340659341
GridAware DINOv2,pushpins,structural,138,81,0.6227410985865092,0.5882352941176471,0.37743292175806487,0.43103448275862066,0.9259259259259259
GridAware DINOv2,pushpins,overall,138,172,0.5755813953488372,0.7166666666666667,0.34212514758110046,0.5584415584415584,1.0
GridAware DINOv2,screw_bag,logical,122,137,0.542957999282039,0.6919191919191919,0.4557967621546525,0.528957528957529,1.0
GridAware DINOv2,screw_bag,structural,122,82,0.7980807676929228,0.6961325966850829,0.5603417373781827,0.6363636363636364,0.7682926829268293
GridAware DINOv2,screw_bag,overall,122,219,0.6384834194176211,0.7821428571428571,0.4557967621546525,0.6422287390029325,1.0
GridAware DINOv2,splicing_connectors,logical,119,108,0.7959072517896048,0.7087378640776699,0.43437185679617474,0.7448979591836735,0.6759259259259259
GridAware DINOv2,splicing_connectors,structural,119,85,0.7259515570934256,0.6282051282051282,0.4375711447905978,0.6901408450704225,0.5764705882352941
GridAware DINOv2,splicing_connectors,overall,119,193,0.7650977489441373,0.7759336099585062,0.38067909329841626,0.6470588235294118,0.9689119170984456
CompositionHistogram,breakfast_box,logical,102,83,0.8099456650129933,0.7943262411347518,6.807081114667842,0.9655172413793104,0.6746987951807228
CompositionHistogram,breakfast_box,structural,102,90,0.5238562091503268,0.6382978723404256,2.513721999296481,0.46875,1.0
CompositionHistogram,breakfast_box,overall,102,173,0.6611130001133401,0.7723214285714286,2.513721999296481,0.6290909090909091,1.0
CompositionHistogram,juice_bottle,logical,94,142,0.6083308360803118,0.7513227513227513,2.531680366737429,0.6016949152542372,1.0
CompositionHistogram,juice_bottle,structural,94,94,0.40040742417383435,0.6690391459074733,2.8257558132107734,0.5026737967914439,1.0
CompositionHistogram,juice_bottle,overall,94,236,0.5255138838802741,0.833922261484099,2.531680366737429,0.7151515151515152,1.0
CompositionHistogram,pushpins,logical,138,91,0.6464405160057334,0.5714285714285714,2.618782230282013,0.4017857142857143,0.989010989010989
CompositionHistogram,pushpins,structural,138,81,0.44712828770799784,0.5460750853242321,2.6837240032609397,0.37735849056603776,0.9876543209876543
CompositionHistogram,pushpins,overall,138,172,0.5525783619817998,0.7142857142857143,2.618782230282013,0.5592105263157895,0.9883720930232558
CompositionHistogram,screw_bag,logical,122,137,0.5797535000598302,0.7038123167155426,3.5996053397133174,0.5882352941176471,0.8759124087591241
CompositionHistogram,screw_bag,structural,122,82,0.5634246301479409,0.5932203389830508,3.6236151592485646,0.45454545454545453,0.8536585365853658
CompositionHistogram,screw_bag,overall,122,219,0.5736394939740999,0.7835420393559929,2.2093271579781795,0.6441176470588236,1.0
CompositionHistogram,splicing_connectors,logical,119,108,0.5733737939620291,0.6463414634146342,2.8669353610062904,0.4818181818181818,0.9814814814814815
CompositionHistogram,splicing_connectors,structural,119,85,0.5559070687098369,0.5949820788530465,2.988146980142602,0.42783505154639173,0.9764705882352941
CompositionHistogram,splicing_connectors,overall,119,193,0.5656811947576958,0.7645875251509054,2.8669353610062904,0.625,0.9844559585492227
Best Fusion,breakfast_box,logical,102,83,0.9060949681077249,0.8333333333333334,0.893187823280884,0.8235294117647058,0.8433734939759037
Best Fusion,breakfast_box,structural,102,90,0.7398692810457516,0.6708860759493671,0.8679267636458913,0.7794117647058824,0.5888888888888889
Best Fusion,breakfast_box,overall,102,173,0.8196191771506289,0.7924528301886793,0.7566825592599006,0.8689655172413793,0.7283236994219653
Best Fusion,juice_bottle,logical,94,142,0.8470931974827689,0.8059701492537313,-0.6541469426254072,0.8571428571428571,0.7605633802816901
Best Fusion,juice_bottle,structural,94,94,0.82922136713445,0.7652173913043478,-0.9605552579051219,0.6470588235294118,0.9361702127659575
Best Fusion,juice_bottle,overall,94,236,0.8399747565813199,0.8523364485981308,-1.1610831380400488,0.7625418060200669,0.9661016949152542
Best Fusion,pushpins,logical,138,91,0.5997770345596434,0.6197183098591549,-0.2145307415087453,0.45595854922279794,0.967032967032967
Best Fusion,pushpins,structural,138,81,0.9830917874396135,0.54,-1.0398795992503806,0.3698630136986301,1.0
Best Fusion,pushpins,overall,138,172,0.7802915402763734,0.7136929460580913,-1.0398795992503806,0.5548387096774193,1.0
Best Fusion,screw_bag,logical,122,137,0.6275577360296758,0.6984126984126984,-0.04934559123285115,0.5477178423236515,0.9635036496350365
Best Fusion,screw_bag,structural,122,82,0.7980807676929229,0.7011494252873564,0.7650592280621552,0.6630434782608695,0.7439024390243902
Best Fusion,screw_bag,overall,122,219,0.6914065424058686,0.7874306839186691,-0.046742284907241305,0.6614906832298136,0.9726027397260274
Best Fusion,splicing_connectors,logical,119,108,0.6763149704326175,0.6467065868263473,-0.8983865359048124,0.4778761061946903,1.0
Best Fusion,splicing_connectors,structural,119,85,0.6689075630252102,0.6147186147186147,-0.3023794121109862,0.4863013698630137,0.8352941176470589
Best Fusion,splicing_connectors,overall,119,193,0.6730526407454172,0.7643564356435644,-0.9249344834196718,0.6185897435897436,1.0
Fusion Max,breakfast_box,logical,102,83,0.8990077958894401,0.8456375838926175,2.066655001015448,0.9545454545454546,0.7590361445783133
Fusion Max,breakfast_box,structural,102,90,0.779193899782135,0.6888888888888889,1.3171226761951143,0.6888888888888889,0.6888888888888889
Fusion Max,breakfast_box,overall,102,173,0.8366768672787033,0.8033240997229917,1.1189510629217296,0.7712765957446809,0.838150289017341
Fusion Max,juice_bottle,logical,94,142,0.7338178004195386,0.7537993920972644,-0.00829190829011317,0.6631016042780749,0.8732394366197183
Fusion Max,juice_bottle,structural,94,94,0.5081484834766863,0.6739130434782609,-0.7271076786970527,0.510989010989011,0.9893617021276596
Fusion Max,juice_bottle,overall,94,236,0.6439325640100972,0.8353982300884956,-1.0821836085214331,0.7173252279635258,1.0
Fusion Max,pushpins,logical,138,91,0.5645007166746299,0.6206896551724138,0.645983883399515,0.45226130653266333,0.989010989010989
Fusion Max,pushpins,structural,138,81,0.9892646269457863,0.54,-0.8138792168909167,0.3698630136986301,1.0
Fusion Max,pushpins,overall,138,172,0.7645348837209301,0.7136929460580913,-0.8138792168909167,0.5548387096774193,1.0
Fusion Max,screw_bag,logical,122,137,0.5692832356108652,0.6919191919191919,0.2623483226258481,0.528957528957529,1.0
Fusion Max,screw_bag,structural,122,82,0.7583966413434626,0.6666666666666666,1.5435276121093189,0.6122448979591837,0.7317073170731707
Fusion Max,screw_bag,overall,122,219,0.640092821318961,0.7821428571428571,0.2623483226258481,0.6422287390029325,1.0
Fusion Max,splicing_connectors,logical,119,108,0.692110177404295,0.6594202898550725,0.09605234411207642,0.5416666666666666,0.8425925925925926
Fusion Max,splicing_connectors,structural,119,85,0.6720711814137419,0.6086956521739131,-0.06613603291039183,0.4583333333333333,0.9058823529411765
Fusion Max,splicing_connectors,overall,119,193,0.68328471284887,0.7643564356435644,-0.661897110504788,0.6185897435897436,1.0
Fusion RankAvg,breakfast_box,logical,102,83,0.8811717458067564,0.810126582278481,0.69002674880006,0.8533333333333334,0.7710843373493976
Fusion RankAvg,breakfast_box,structural,102,90,0.7349673202614379,0.6733668341708543,0.5844899886512112,0.6146788990825688,0.7444444444444445
Fusion RankAvg,breakfast_box,overall,102,173,0.8051116400317353,0.7926829268292683,0.6307828517923305,0.8387096774193549,0.7514450867052023
Fusion RankAvg,juice_bottle,logical,94,142,0.8154779742283489,0.7795275590551181,0.2857920139941566,0.8839285714285714,0.6971830985915493
Fusion RankAvg,juice_bottle,structural,94,94,0.7386826618379357,0.7083333333333334,0.1726394921752381,0.5821917808219178,0.9042553191489362
Fusion RankAvg,juice_bottle,overall,94,236,0.7848900108186081,0.8413547237076648,0.08857528432337872,0.7261538461538461,1.0
Fusion RankAvg,pushpins,logical,138,91,0.6102086319477624,0.6046511627906976,0.2605875077469568,0.43333333333333335,1.0
Fusion RankAvg,pushpins,structural,138,81,0.644122383252818,0.6122448979591837,0.34718708330762194,0.4573170731707317,0.9259259259259259
Fusion RankAvg,pushpins,overall,138,172,0.6261796427367712,0.744920993227991,0.3017114402766635,0.6088560885608856,0.9593023255813954
Fusion RankAvg,screw_bag,logical,122,137,0.6284851023094411,0.6976744186046512,0.4101543488934259,0.54,0.9854014598540146
Fusion RankAvg,screw_bag,structural,122,82,0.7945821671331467,0.7208121827411168,0.6303240709688323,0.6173913043478261,0.8658536585365854
Fusion RankAvg,screw_bag,overall,122,219,0.6906766973575866,0.7854545454545454,0.41043122714480024,0.6525679758308157,0.9863013698630136
Fusion RankAvg,splicing_connectors,logical,119,108,0.6991129785247433,0.6556016597510373,0.3931826779385448,0.5939849624060151,0.7314814814814815
Fusion RankAvg,splicing_connectors,structural,119,85,0.6863074641621355,0.6343612334801763,0.3568585050184183,0.5070422535211268,0.8470588235294118
Fusion RankAvg,splicing_connectors,overall,119,193,0.6934732442199678,0.7649402390438247,0.1778910569934563,0.6213592233009708,0.9948186528497409
Fusion WeightedAvg,breakfast_box,logical,102,83,0.9060949681077249,0.8333333333333334,0.893187823280884,0.8235294117647058,0.8433734939759037
Fusion WeightedAvg,breakfast_box,structural,102,90,0.7398692810457516,0.6708860759493671,0.8679267636458915,0.7794117647058824,0.5888888888888889
Fusion WeightedAvg,breakfast_box,overall,102,173,0.8196191771506289,0.7924528301886793,0.7566825592599006,0.8689655172413793,0.7283236994219653
Fusion WeightedAvg,juice_bottle,logical,94,142,0.8470931974827689,0.8059701492537313,-0.6541469426254072,0.8571428571428571,0.7605633802816901
Fusion WeightedAvg,juice_bottle,structural,94,94,0.82922136713445,0.7652173913043478,-0.9605552579051219,0.6470588235294118,0.9361702127659575
Fusion WeightedAvg,juice_bottle,overall,94,236,0.8399747565813199,0.8523364485981308,-1.1610831380400488,0.7625418060200669,0.9661016949152542
Fusion WeightedAvg,pushpins,logical,138,91,0.5997770345596434,0.6197183098591549,-0.2145307415087453,0.45595854922279794,0.967032967032967
Fusion WeightedAvg,pushpins,structural,138,81,0.9830917874396135,0.54,-1.0398795992503806,0.3698630136986301,1.0
Fusion WeightedAvg,pushpins,overall,138,172,0.7802915402763734,0.7136929460580913,-1.0398795992503806,0.5548387096774193,1.0
Fusion WeightedAvg,screw_bag,logical,122,137,0.6275577360296758,0.6984126984126984,-0.049345591232851205,0.5477178423236515,0.9635036496350365
Fusion WeightedAvg,screw_bag,structural,122,82,0.7980807676929229,0.7011494252873564,0.7650592280621551,0.6630434782608695,0.7439024390243902
Fusion WeightedAvg,screw_bag,overall,122,219,0.6914065424058686,0.7874306839186691,-0.046742284907241416,0.6614906832298136,0.9726027397260274
Fusion WeightedAvg,splicing_connectors,logical,119,108,0.6763149704326175,0.6467065868263473,-0.8983865359048127,0.4778761061946903,1.0
Fusion WeightedAvg,splicing_connectors,structural,119,85,0.6689075630252102,0.6147186147186147,-0.3023794121109862,0.4863013698630137,0.8352941176470589
Fusion WeightedAvg,splicing_connectors,overall,119,193,0.6730526407454172,0.7643564356435644,-0.924934483419672,0.6185897435897436,1.0
