method,image_id,path,relative_path,category,split,defect_type,sample_id,label,score,aggregation,feature_backend,map_file,time_ms
PatchCore,breakfast_box/test/good/010,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\010.png,breakfast_box/test/good/010.png,breakfast_box,test,good,010,0,0.05140636678384502,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_010.png,375.8211000022129
PatchCore,breakfast_box/test/good/011,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\011.png,breakfast_box/test/good/011.png,breakfast_box,test,good,011,0,0.04733390752081435,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_011.png,309.64919999678386
PatchCore,breakfast_box/test/good/012,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\012.png,breakfast_box/test/good/012.png,breakfast_box,test,good,012,0,0.041684012539095934,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_012.png,330.9864999973797
PatchCore,breakfast_box/test/good/013,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\013.png,breakfast_box/test/good/013.png,breakfast_box,test,good,013,0,0.046387766207398755,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_013.png,265.72419999865815
PatchCore,breakfast_box/test/good/014,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\014.png,breakfast_box/test/good/014.png,breakfast_box,test,good,014,0,0.04204371710722209,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_014.png,253.13469999673543
PatchCore,breakfast_box/test/good/015,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\015.png,breakfast_box/test/good/015.png,breakfast_box,test,good,015,0,0.044245265450019375,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_015.png,541.923400000087
PatchCore,breakfast_box/test/good/016,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\016.png,breakfast_box/test/good/016.png,breakfast_box,test,good,016,0,0.04174144119287731,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_016.png,226.3678000017535
PatchCore,breakfast_box/test/good/017,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\017.png,breakfast_box/test/good/017.png,breakfast_box,test,good,017,0,0.04359315830638147,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_017.png,290.84839999995893
PatchCore,breakfast_box/test/good/018,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\018.png,breakfast_box/test/good/018.png,breakfast_box,test,good,018,0,0.046739342990264304,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_018.png,376.5265999973053
PatchCore,breakfast_box/test/good/019,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\019.png,breakfast_box/test/good/019.png,breakfast_box,test,good,019,0,0.04199383479144743,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_019.png,394.68659999693045
PatchCore,breakfast_box/test/good/020,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\020.png,breakfast_box/test/good/020.png,breakfast_box,test,good,020,0,0.04362583540218429,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_020.png,339.3776999946567
PatchCore,breakfast_box/test/good/021,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\021.png,breakfast_box/test/good/021.png,breakfast_box,test,good,021,0,0.04337275027711579,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_021.png,314.8912999968161
PatchCore,breakfast_box/test/good/022,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\022.png,breakfast_box/test/good/022.png,breakfast_box,test,good,022,0,0.04926395283925239,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_022.png,232.2416000024532
PatchCore,breakfast_box/test/good/023,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\023.png,breakfast_box/test/good/023.png,breakfast_box,test,good,023,0,0.043811679705797246,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_023.png,252.68299999879673
PatchCore,breakfast_box/test/good/024,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\024.png,breakfast_box/test/good/024.png,breakfast_box,test,good,024,0,0.04378594198613207,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_024.png,219.9786999990465
PatchCore,breakfast_box/test/good/025,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\025.png,breakfast_box/test/good/025.png,breakfast_box,test,good,025,0,0.04484360969368746,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_025.png,326.61560000269674
PatchCore,breakfast_box/test/good/026,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\026.png,breakfast_box/test/good/026.png,breakfast_box,test,good,026,0,0.041431294891582614,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_026.png,337.7831000034348
PatchCore,breakfast_box/test/good/027,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\027.png,breakfast_box/test/good/027.png,breakfast_box,test,good,027,0,0.051303264582888114,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_027.png,251.55180000001565
PatchCore,breakfast_box/test/good/028,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\028.png,breakfast_box/test/good/028.png,breakfast_box,test,good,028,0,0.041396386681533816,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_028.png,192.7494999981718
PatchCore,breakfast_box/test/good/029,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\029.png,breakfast_box/test/good/029.png,breakfast_box,test,good,029,0,0.04777745744209288,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_029.png,278.2197000051383
PatchCore,breakfast_box/test/good/030,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\030.png,breakfast_box/test/good/030.png,breakfast_box,test,good,030,0,0.045863199154914026,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_030.png,387.6428000003216
PatchCore,breakfast_box/test/good/031,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\031.png,breakfast_box/test/good/031.png,breakfast_box,test,good,031,0,0.043455348326307514,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_031.png,240.22690000128932
PatchCore,breakfast_box/test/good/032,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\032.png,breakfast_box/test/good/032.png,breakfast_box,test,good,032,0,0.04069843573694026,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_032.png,302.8511000011349
PatchCore,breakfast_box/test/good/033,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\033.png,breakfast_box/test/good/033.png,breakfast_box,test,good,033,0,0.04584146568322498,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_033.png,386.13510000141105
PatchCore,breakfast_box/test/good/034,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\034.png,breakfast_box/test/good/034.png,breakfast_box,test,good,034,0,0.04666692499144892,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_034.png,369.1201000037836
PatchCore,breakfast_box/test/good/035,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\035.png,breakfast_box/test/good/035.png,breakfast_box,test,good,035,0,0.04816748156405458,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_035.png,350.90670000499813
PatchCore,breakfast_box/test/good/036,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\036.png,breakfast_box/test/good/036.png,breakfast_box,test,good,036,0,0.04429306943702896,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_036.png,238.81980000442127
PatchCore,breakfast_box/test/good/037,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\037.png,breakfast_box/test/good/037.png,breakfast_box,test,good,037,0,0.04238776713274971,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_037.png,229.0142999991076
PatchCore,breakfast_box/test/good/038,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\038.png,breakfast_box/test/good/038.png,breakfast_box,test,good,038,0,0.04293428441519666,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_038.png,309.8491999990074
PatchCore,breakfast_box/test/good/039,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\039.png,breakfast_box/test/good/039.png,breakfast_box,test,good,039,0,0.041791827807094145,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_039.png,229.73949999868637
PatchCore,breakfast_box/test/good/040,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\040.png,breakfast_box/test/good/040.png,breakfast_box,test,good,040,0,0.04431357679595169,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_040.png,320.2837000062573
PatchCore,breakfast_box/test/good/041,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\041.png,breakfast_box/test/good/041.png,breakfast_box,test,good,041,0,0.045937640210931587,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_041.png,298.9642999964417
PatchCore,breakfast_box/test/good/042,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\042.png,breakfast_box/test/good/042.png,breakfast_box,test,good,042,0,0.04461047460404464,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_042.png,200.21129999804543
PatchCore,breakfast_box/test/good/043,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\043.png,breakfast_box/test/good/043.png,breakfast_box,test,good,043,0,0.04377716298933171,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_043.png,249.49880000349367
PatchCore,breakfast_box/test/good/044,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\044.png,breakfast_box/test/good/044.png,breakfast_box,test,good,044,0,0.04453840462193029,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_044.png,235.13789999560686
PatchCore,breakfast_box/test/good/045,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\045.png,breakfast_box/test/good/045.png,breakfast_box,test,good,045,0,0.055057554088384884,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_045.png,354.05829999945126
PatchCore,breakfast_box/test/good/046,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\046.png,breakfast_box/test/good/046.png,breakfast_box,test,good,046,0,0.0435263863862932,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_046.png,371.53609999950277
PatchCore,breakfast_box/test/good/047,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\047.png,breakfast_box/test/good/047.png,breakfast_box,test,good,047,0,0.03996117655211369,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_047.png,235.11750000034226
PatchCore,breakfast_box/test/good/048,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\048.png,breakfast_box/test/good/048.png,breakfast_box,test,good,048,0,0.046741214074949994,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_048.png,228.2400999974925
PatchCore,breakfast_box/test/good/049,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\049.png,breakfast_box/test/good/049.png,breakfast_box,test,good,049,0,0.04735436301694679,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_049.png,343.17100000043865
PatchCore,breakfast_box/test/good/050,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\050.png,breakfast_box/test/good/050.png,breakfast_box,test,good,050,0,0.04254959880969233,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_050.png,457.4967000007746
PatchCore,breakfast_box/test/good/051,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\051.png,breakfast_box/test/good/051.png,breakfast_box,test,good,051,0,0.043011344163991896,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_051.png,285.91510000114795
PatchCore,breakfast_box/test/good/052,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\052.png,breakfast_box/test/good/052.png,breakfast_box,test,good,052,0,0.0443199687735587,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_052.png,216.7909999989206
PatchCore,breakfast_box/test/good/053,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\053.png,breakfast_box/test/good/053.png,breakfast_box,test,good,053,0,0.04638895456812369,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_053.png,290.4895000028773
PatchCore,breakfast_box/test/good/054,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\054.png,breakfast_box/test/good/054.png,breakfast_box,test,good,054,0,0.045082671958930766,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_054.png,326.170500004082
PatchCore,breakfast_box/test/good/055,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\055.png,breakfast_box/test/good/055.png,breakfast_box,test,good,055,0,0.0415581055587012,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_055.png,418.1763000015053
PatchCore,breakfast_box/test/good/056,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\056.png,breakfast_box/test/good/056.png,breakfast_box,test,good,056,0,0.050682143405762284,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_056.png,281.3795999973081
PatchCore,breakfast_box/test/good/057,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\057.png,breakfast_box/test/good/057.png,breakfast_box,test,good,057,0,0.047988923804484884,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_057.png,348.18609999638284
PatchCore,breakfast_box/test/good/058,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\058.png,breakfast_box/test/good/058.png,breakfast_box,test,good,058,0,0.04279192272027122,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_058.png,270.87849999952596
PatchCore,breakfast_box/test/good/059,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\059.png,breakfast_box/test/good/059.png,breakfast_box,test,good,059,0,0.04759255355780652,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_059.png,361.51000000245403
PatchCore,breakfast_box/test/good/060,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\060.png,breakfast_box/test/good/060.png,breakfast_box,test,good,060,0,0.04347000897204644,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_060.png,251.67630000214558
PatchCore,breakfast_box/test/good/061,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\061.png,breakfast_box/test/good/061.png,breakfast_box,test,good,061,0,0.04728028871406365,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_061.png,299.2976000023191
PatchCore,breakfast_box/test/good/062,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\062.png,breakfast_box/test/good/062.png,breakfast_box,test,good,062,0,0.04145072913797339,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_062.png,285.07299999910174
PatchCore,breakfast_box/test/good/063,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\063.png,breakfast_box/test/good/063.png,breakfast_box,test,good,063,0,0.039882590740259176,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_063.png,225.0036999976146
PatchCore,breakfast_box/test/good/064,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\064.png,breakfast_box/test/good/064.png,breakfast_box,test,good,064,0,0.04446830923367739,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_064.png,185.0914999959059
PatchCore,breakfast_box/test/good/065,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\good\065.png,breakfast_box/test/good/065.png,breakfast_box,test,good,065,0,0.041647217680413656,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\breakfast_box_test_good_065.png,421.0036999938893
