method,image_id,path,relative_path,category,split,defect_type,sample_id,label,score,score_mahalanobis,score_cosine,score_isolation_forest,k,feature_backend,time_ms
CompositionHistogram,breakfast_box/test/good/025,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/025.png,breakfast_box/test/good/025.png,breakfast_box,test,good,025,0,6.387192782512682,6.387192782512682,0.5750788450241089,0.5380983999114305,32,dinov2-small,31.99039500032086
CompositionHistogram,breakfast_box/test/good/026,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/026.png,breakfast_box/test/good/026.png,breakfast_box,test,good,026,0,4.6535048731888145,4.6535048731888145,0.5742249488830566,0.4995135610808669,32,dinov2-small,33.14859600050113
CompositionHistogram,breakfast_box/test/good/027,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/027.png,breakfast_box/test/good/027.png,breakfast_box,test,good,027,0,5.139834360409188,5.139834360409188,0.5727671384811401,0.5236819343978691,32,dinov2-small,36.797359000047436
CompositionHistogram,breakfast_box/test/good/028,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/028.png,breakfast_box/test/good/028.png,breakfast_box,test,good,028,0,4.829586298039931,4.829586298039931,0.5744181871414185,0.5059263469962296,32,dinov2-small,34.43297000012535
CompositionHistogram,breakfast_box/test/good/029,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/029.png,breakfast_box/test/good/029.png,breakfast_box,test,good,029,0,3.7219715550820034,3.7219715550820034,0.5744486451148987,0.47960501067236266,32,dinov2-small,34.213370000543364
CompositionHistogram,breakfast_box/test/good/030,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/030.png,breakfast_box/test/good/030.png,breakfast_box,test,good,030,0,5.268545264121793,5.268545264121793,0.574802041053772,0.5307261760561784,32,dinov2-small,35.311041000568366
CompositionHistogram,breakfast_box/test/good/031,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/031.png,breakfast_box/test/good/031.png,breakfast_box,test,good,031,0,4.9524023290491535,4.9524023290491535,0.5751648545265198,0.47142590353302954,32,dinov2-small,37.13648600023589
CompositionHistogram,breakfast_box/test/good/032,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/032.png,breakfast_box/test/good/032.png,breakfast_box,test,good,032,0,4.8966962250794746,4.8966962250794746,0.5751854181289673,0.5024936493192175,32,dinov2-small,37.07914700044057
CompositionHistogram,breakfast_box/test/good/033,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/033.png,breakfast_box/test/good/033.png,breakfast_box,test,good,033,0,6.288260481435367,6.288260481435367,0.5755975246429443,0.5341123325440019,32,dinov2-small,35.783121999884315
CompositionHistogram,breakfast_box/test/good/034,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/034.png,breakfast_box/test/good/034.png,breakfast_box,test,good,034,0,3.5358744963927493,3.5358744963927493,0.574739933013916,0.4485305667576541,32,dinov2-small,38.511387000653485
CompositionHistogram,breakfast_box/test/good/035,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/035.png,breakfast_box/test/good/035.png,breakfast_box,test,good,035,0,3.788652646704432,3.788652646704432,0.5741928815841675,0.4823635451668079,32,dinov2-small,35.353180000129214
CompositionHistogram,breakfast_box/test/good/036,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/036.png,breakfast_box/test/good/036.png,breakfast_box,test,good,036,0,8.114479652103684,8.114479652103684,0.5756723880767822,0.5575487121928611,32,dinov2-small,34.281120999366976
CompositionHistogram,breakfast_box/test/good/037,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/037.png,breakfast_box/test/good/037.png,breakfast_box,test,good,037,0,3.0158797064883047,3.0158797064883047,0.5745770335197449,0.4447840244172956,32,dinov2-small,35.18419699958031
CompositionHistogram,breakfast_box/test/good/038,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/038.png,breakfast_box/test/good/038.png,breakfast_box,test,good,038,0,6.210084081104721,6.210084081104721,0.57155442237854,0.5455602782774155,32,dinov2-small,35.29954799978441
CompositionHistogram,breakfast_box/test/good/039,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/039.png,breakfast_box/test/good/039.png,breakfast_box,test,good,039,0,6.747260594335114,6.747260594335114,0.5766309499740601,0.537366245251689,32,dinov2-small,34.7498920000362
CompositionHistogram,breakfast_box/test/good/040,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/040.png,breakfast_box/test/good/040.png,breakfast_box,test,good,040,0,4.67048040489724,4.67048040489724,0.5750311613082886,0.4683151837451168,32,dinov2-small,39.46663699935016
CompositionHistogram,breakfast_box/test/good/041,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/041.png,breakfast_box/test/good/041.png,breakfast_box,test,good,041,0,4.9307093786015885,4.9307093786015885,0.5737536549568176,0.5107488737339367,32,dinov2-small,41.66473199984466
CompositionHistogram,breakfast_box/test/good/042,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/042.png,breakfast_box/test/good/042.png,breakfast_box,test,good,042,0,6.232302572749149,6.232302572749149,0.5769498944282532,0.5414563248170027,32,dinov2-small,36.09116899951914
CompositionHistogram,breakfast_box/test/good/043,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/043.png,breakfast_box/test/good/043.png,breakfast_box,test,good,043,0,4.115387268345031,4.115387268345031,0.5748082399368286,0.48683234690232724,32,dinov2-small,37.86020099960297
CompositionHistogram,breakfast_box/test/good/044,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/044.png,breakfast_box/test/good/044.png,breakfast_box,test,good,044,0,4.030000826713267,4.030000826713267,0.574480414390564,0.4914990161279661,32,dinov2-small,38.4956690004401
CompositionHistogram,breakfast_box/test/good/045,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/045.png,breakfast_box/test/good/045.png,breakfast_box,test,good,045,0,5.8308878200445475,5.8308878200445475,0.5739946961402893,0.5431814670381385,32,dinov2-small,36.44094399987807
CompositionHistogram,breakfast_box/test/good/046,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/046.png,breakfast_box/test/good/046.png,breakfast_box,test,good,046,0,3.605398774080529,3.605398774080529,0.5749090909957886,0.45749566825281796,32,dinov2-small,38.5738240001956
CompositionHistogram,breakfast_box/test/good/047,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/047.png,breakfast_box/test/good/047.png,breakfast_box,test,good,047,0,3.3345153809650068,3.3345153809650068,0.5748924016952515,0.451142581651165,32,dinov2-small,36.972068999602925
CompositionHistogram,breakfast_box/test/good/048,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/048.png,breakfast_box/test/good/048.png,breakfast_box,test,good,048,0,3.688810547040201,3.688810547040201,0.5739884972572327,0.4858015538789941,32,dinov2-small,36.452348999773676
CompositionHistogram,breakfast_box/test/good/049,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/049.png,breakfast_box/test/good/049.png,breakfast_box,test,good,049,0,5.328612686257989,5.328612686257989,0.5706571340560913,0.529155010295207,32,dinov2-small,35.52218400000129
CompositionHistogram,breakfast_box/test/good/050,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/050.png,breakfast_box/test/good/050.png,breakfast_box,test,good,050,0,3.2736276745179618,3.2736276745179618,0.573946475982666,0.4715880838093524,32,dinov2-small,41.65748200011876
CompositionHistogram,breakfast_box/test/good/051,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/051.png,breakfast_box/test/good/051.png,breakfast_box,test,good,051,0,6.283650427112993,6.283650427112993,0.5759918093681335,0.5197611289554556,32,dinov2-small,45.21564400056377
CompositionHistogram,breakfast_box/test/good/052,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/052.png,breakfast_box/test/good/052.png,breakfast_box,test,good,052,0,5.913929927794987,5.913929927794987,0.571159303188324,0.5492939604651141,32,dinov2-small,37.60525800043979
CompositionHistogram,breakfast_box/test/good/053,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/053.png,breakfast_box/test/good/053.png,breakfast_box,test,good,053,0,3.432696286915654,3.432696286915654,0.5739663243293762,0.4867562600892571,32,dinov2-small,35.57808700043097
CompositionHistogram,breakfast_box/test/good/054,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/054.png,breakfast_box/test/good/054.png,breakfast_box,test,good,054,0,4.487897299023511,4.487897299023511,0.5753878951072693,0.48181172776723574,32,dinov2-small,36.24389200012956
CompositionHistogram,breakfast_box/test/good/055,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/055.png,breakfast_box/test/good/055.png,breakfast_box,test,good,055,0,3.9742599817416955,3.9742599817416955,0.5739945769309998,0.48973618210853115,32,dinov2-small,36.84688599969377
CompositionHistogram,breakfast_box/test/good/056,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/056.png,breakfast_box/test/good/056.png,breakfast_box,test,good,056,0,7.030561901684801,7.030561901684801,0.572815477848053,0.5590983692306045,32,dinov2-small,36.53079899959266
CompositionHistogram,breakfast_box/test/good/057,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/057.png,breakfast_box/test/good/057.png,breakfast_box,test,good,057,0,5.730882073893498,5.730882073893498,0.5743624567985535,0.517541713623943,32,dinov2-small,35.77347499958705
CompositionHistogram,breakfast_box/test/good/058,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/058.png,breakfast_box/test/good/058.png,breakfast_box,test,good,058,0,4.3169879284627095,4.3169879284627095,0.5743007063865662,0.4922992516798607,32,dinov2-small,38.72582600070018
CompositionHistogram,breakfast_box/test/good/059,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/059.png,breakfast_box/test/good/059.png,breakfast_box,test,good,059,0,6.652905661878956,6.652905661878956,0.5749399065971375,0.5651294224145135,32,dinov2-small,36.02836800018849
CompositionHistogram,breakfast_box/test/good/060,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/060.png,breakfast_box/test/good/060.png,breakfast_box,test,good,060,0,6.7198456065069525,6.7198456065069525,0.5754145979881287,0.53122047645385,32,dinov2-small,35.55633900032262
CompositionHistogram,breakfast_box/test/good/061,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/061.png,breakfast_box/test/good/061.png,breakfast_box,test,good,061,0,4.983365063082644,4.983365063082644,0.5716749429702759,0.5292441968490865,32,dinov2-small,34.766845000376634
CompositionHistogram,breakfast_box/test/good/062,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/062.png,breakfast_box/test/good/062.png,breakfast_box,test,good,062,0,6.5605351823835845,6.5605351823835845,0.5750749111175537,0.5423759971518836,32,dinov2-small,34.80173600019043
CompositionHistogram,breakfast_box/test/good/063,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/063.png,breakfast_box/test/good/063.png,breakfast_box,test,good,063,0,3.566281394083977,3.566281394083977,0.5744152069091797,0.469790232972666,32,dinov2-small,35.17045600074198
CompositionHistogram,breakfast_box/test/good/064,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/064.png,breakfast_box/test/good/064.png,breakfast_box,test,good,064,0,5.588140058022771,5.588140058022771,0.5746063590049744,0.538944671960801,32,dinov2-small,36.07661499972892
CompositionHistogram,breakfast_box/test/good/065,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/065.png,breakfast_box/test/good/065.png,breakfast_box,test,good,065,0,3.8401399522821915,3.8401399522821915,0.5751893520355225,0.467059620418278,32,dinov2-small,36.236283000107505
CompositionHistogram,breakfast_box/test/good/066,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/066.png,breakfast_box/test/good/066.png,breakfast_box,test,good,066,0,5.054374079184766,5.054374079184766,0.5747730731964111,0.5143355992484584,32,dinov2-small,35.2140610002607
CompositionHistogram,breakfast_box/test/good/067,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/067.png,breakfast_box/test/good/067.png,breakfast_box,test,good,067,0,4.845231635179411,4.845231635179411,0.5726983547210693,0.4966844410065733,32,dinov2-small,36.689591000140354
CompositionHistogram,breakfast_box/test/good/068,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/068.png,breakfast_box/test/good/068.png,breakfast_box,test,good,068,0,4.739982144200985,4.739982144200985,0.5738520622253418,0.5012322373264625,32,dinov2-small,34.09084000031726
CompositionHistogram,breakfast_box/test/good/069,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/069.png,breakfast_box/test/good/069.png,breakfast_box,test,good,069,0,6.369293330426401,6.369293330426401,0.5757116675376892,0.5401772311100117,32,dinov2-small,34.937071000058495
CompositionHistogram,breakfast_box/test/good/070,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/070.png,breakfast_box/test/good/070.png,breakfast_box,test,good,070,0,5.688504389196877,5.688504389196877,0.5749015808105469,0.5225000886186816,32,dinov2-small,34.78218999953242
CompositionHistogram,breakfast_box/test/good/071,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/071.png,breakfast_box/test/good/071.png,breakfast_box,test,good,071,0,4.743656266414966,4.743656266414966,0.5754426121711731,0.505567039078432,32,dinov2-small,34.696918000008736
CompositionHistogram,breakfast_box/test/good/072,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/072.png,breakfast_box/test/good/072.png,breakfast_box,test,good,072,0,5.289635429890913,5.289635429890913,0.5745894312858582,0.5279690609942133,32,dinov2-small,34.907350999674236
CompositionHistogram,breakfast_box/test/good/073,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/073.png,breakfast_box/test/good/073.png,breakfast_box,test,good,073,0,3.3437375510419307,3.3437375510419307,0.5745655298233032,0.4548304520919183,32,dinov2-small,35.16168500027561
CompositionHistogram,breakfast_box/test/good/074,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/074.png,breakfast_box/test/good/074.png,breakfast_box,test,good,074,0,6.408945677808805,6.408945677808805,0.5743951797485352,0.5190217430233679,32,dinov2-small,36.85647299971606
CompositionHistogram,breakfast_box/test/good/075,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/075.png,breakfast_box/test/good/075.png,breakfast_box,test,good,075,0,5.8436611494647375,5.8436611494647375,0.574601411819458,0.5208532422555556,32,dinov2-small,34.693300999606436
CompositionHistogram,breakfast_box/test/good/076,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/076.png,breakfast_box/test/good/076.png,breakfast_box,test,good,076,0,4.001485141346825,4.001485141346825,0.5744993090629578,0.48732090657759913,32,dinov2-small,34.45138600000064
CompositionHistogram,breakfast_box/test/good/077,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/077.png,breakfast_box/test/good/077.png,breakfast_box,test,good,077,0,3.246833626472303,3.246833626472303,0.5738816261291504,0.47952898603807537,32,dinov2-small,34.88345200003096
CompositionHistogram,breakfast_box/test/good/078,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/078.png,breakfast_box/test/good/078.png,breakfast_box,test,good,078,0,4.545347449964305,4.545347449964305,0.5742712020874023,0.4872412401567037,32,dinov2-small,38.18603499985329
CompositionHistogram,breakfast_box/test/good/079,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/079.png,breakfast_box/test/good/079.png,breakfast_box,test,good,079,0,3.2670544645308195,3.2670544645308195,0.5745314955711365,0.4459566041805892,32,dinov2-small,38.85739500037744
CompositionHistogram,breakfast_box/test/good/080,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/080.png,breakfast_box/test/good/080.png,breakfast_box,test,good,080,0,4.572806859394087,4.572806859394087,0.5737993717193604,0.5095732506986774,32,dinov2-small,48.341306999645894
CompositionHistogram,breakfast_box/test/good/081,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/081.png,breakfast_box/test/good/081.png,breakfast_box,test,good,081,0,3.0462572237020407,3.0462572237020407,0.5746680498123169,0.44382722093584237,32,dinov2-small,42.33502500028408
CompositionHistogram,breakfast_box/test/good/082,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/082.png,breakfast_box/test/good/082.png,breakfast_box,test,good,082,0,4.661264893945303,4.661264893945303,0.5746734142303467,0.5034404944515736,32,dinov2-small,35.97493500001292
CompositionHistogram,breakfast_box/test/good/083,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/083.png,breakfast_box/test/good/083.png,breakfast_box,test,good,083,0,3.8848146440870632,3.8848146440870632,0.5751429796218872,0.45786804064908526,32,dinov2-small,38.18792099991697
CompositionHistogram,breakfast_box/test/good/084,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/084.png,breakfast_box/test/good/084.png,breakfast_box,test,good,084,0,4.920554678840629,4.920554678840629,0.5723613500595093,0.5080605733108039,32,dinov2-small,38.33168700020906
