method,image_id,path,relative_path,category,split,defect_type,sample_id,label,score,region_size,feature_backend,map_file,time_ms
GridAware DINOv2,breakfast_box/test/good/030,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/030.png,breakfast_box/test/good/030.png,breakfast_box,test,good,030,0,0.4720069169998169,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_030.png,145.2133969996794
GridAware DINOv2,breakfast_box/test/good/031,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/031.png,breakfast_box/test/good/031.png,breakfast_box,test,good,031,0,0.5112865269184113,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_031.png,137.95699100046477
GridAware DINOv2,breakfast_box/test/good/032,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/032.png,breakfast_box/test/good/032.png,breakfast_box,test,good,032,0,0.5333330356157743,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_032.png,142.30569799929071
GridAware DINOv2,breakfast_box/test/good/033,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/033.png,breakfast_box/test/good/033.png,breakfast_box,test,good,033,0,0.5044941237339606,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_033.png,148.14134199968976
GridAware DINOv2,breakfast_box/test/good/034,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/034.png,breakfast_box/test/good/034.png,breakfast_box,test,good,034,0,0.5874207432453449,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_034.png,145.24748499934503
GridAware DINOv2,breakfast_box/test/good/035,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/035.png,breakfast_box/test/good/035.png,breakfast_box,test,good,035,0,0.5242264179083017,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_035.png,142.11487600005057
GridAware DINOv2,breakfast_box/test/good/036,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/036.png,breakfast_box/test/good/036.png,breakfast_box,test,good,036,0,0.5071326654690963,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_036.png,139.20784699985234
GridAware DINOv2,breakfast_box/test/good/037,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/037.png,breakfast_box/test/good/037.png,breakfast_box,test,good,037,0,0.5483032831778893,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_037.png,136.70826900033717
GridAware DINOv2,breakfast_box/test/good/038,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/038.png,breakfast_box/test/good/038.png,breakfast_box,test,good,038,0,0.5743403388903692,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_038.png,140.89071799935482
GridAware DINOv2,breakfast_box/test/good/039,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/039.png,breakfast_box/test/good/039.png,breakfast_box,test,good,039,0,0.4969123922861539,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_039.png,154.0659729998879
GridAware DINOv2,breakfast_box/test/good/040,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/040.png,breakfast_box/test/good/040.png,breakfast_box,test,good,040,0,0.4666781723499298,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_040.png,138.62658699963504
GridAware DINOv2,breakfast_box/test/good/041,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/041.png,breakfast_box/test/good/041.png,breakfast_box,test,good,041,0,0.4942218867632059,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_041.png,139.86740200016357
GridAware DINOv2,breakfast_box/test/good/042,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/042.png,breakfast_box/test/good/042.png,breakfast_box,test,good,042,0,0.513588167153872,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_042.png,140.89900599992689
GridAware DINOv2,breakfast_box/test/good/043,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/043.png,breakfast_box/test/good/043.png,breakfast_box,test,good,043,0,0.5038986228979551,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_043.png,139.96430799943482
GridAware DINOv2,breakfast_box/test/good/044,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/044.png,breakfast_box/test/good/044.png,breakfast_box,test,good,044,0,0.4878984827261705,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_044.png,147.3002600005202
GridAware DINOv2,breakfast_box/test/good/045,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/045.png,breakfast_box/test/good/045.png,breakfast_box,test,good,045,0,0.49588000545134914,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_045.png,143.48656800029858
GridAware DINOv2,breakfast_box/test/good/046,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/046.png,breakfast_box/test/good/046.png,breakfast_box,test,good,046,0,0.5278220474720001,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_046.png,142.6225949999207
GridAware DINOv2,breakfast_box/test/good/047,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/047.png,breakfast_box/test/good/047.png,breakfast_box,test,good,047,0,0.4998143773812514,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_047.png,142.6743179999903
GridAware DINOv2,breakfast_box/test/good/048,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/048.png,breakfast_box/test/good/048.png,breakfast_box,test,good,048,0,0.5137143570643204,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_048.png,146.47925099961867
GridAware DINOv2,breakfast_box/test/good/049,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/049.png,breakfast_box/test/good/049.png,breakfast_box,test,good,049,0,0.46799352994331944,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_049.png,150.36121600041952
GridAware DINOv2,breakfast_box/test/good/050,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/050.png,breakfast_box/test/good/050.png,breakfast_box,test,good,050,0,0.4918929636478424,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_050.png,169.1736969996782
GridAware DINOv2,breakfast_box/test/good/051,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/051.png,breakfast_box/test/good/051.png,breakfast_box,test,good,051,0,0.5185035604697007,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_051.png,158.35174299991195
GridAware DINOv2,breakfast_box/test/good/052,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/052.png,breakfast_box/test/good/052.png,breakfast_box,test,good,052,0,0.4742783216329721,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_052.png,144.43143500011502
GridAware DINOv2,breakfast_box/test/good/053,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/053.png,breakfast_box/test/good/053.png,breakfast_box,test,good,053,0,0.5121902181552007,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_053.png,155.4608320002444
GridAware DINOv2,breakfast_box/test/good/054,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/054.png,breakfast_box/test/good/054.png,breakfast_box,test,good,054,0,0.5441897328083332,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_054.png,149.09719600018434
GridAware DINOv2,breakfast_box/test/good/055,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/055.png,breakfast_box/test/good/055.png,breakfast_box,test,good,055,0,0.49396754457400394,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_055.png,154.7585739999704
GridAware DINOv2,breakfast_box/test/good/056,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/056.png,breakfast_box/test/good/056.png,breakfast_box,test,good,056,0,0.5139048443390772,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_056.png,149.620885999866
GridAware DINOv2,breakfast_box/test/good/057,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/057.png,breakfast_box/test/good/057.png,breakfast_box,test,good,057,0,0.5087426488216107,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_057.png,143.7668950002262
GridAware DINOv2,breakfast_box/test/good/058,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/058.png,breakfast_box/test/good/058.png,breakfast_box,test,good,058,0,0.46918643896396345,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_058.png,141.28307299961307
GridAware DINOv2,breakfast_box/test/good/059,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/059.png,breakfast_box/test/good/059.png,breakfast_box,test,good,059,0,0.5339413147706252,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_059.png,148.66372699998465
GridAware DINOv2,breakfast_box/test/good/060,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/060.png,breakfast_box/test/good/060.png,breakfast_box,test,good,060,0,0.5137772789368262,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_060.png,146.73840300019947
GridAware DINOv2,breakfast_box/test/good/061,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/061.png,breakfast_box/test/good/061.png,breakfast_box,test,good,061,0,0.49612597777293277,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_061.png,144.93277899964596
GridAware DINOv2,breakfast_box/test/good/062,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/062.png,breakfast_box/test/good/062.png,breakfast_box,test,good,062,0,0.510062038898468,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_062.png,143.48211499964236
GridAware DINOv2,breakfast_box/test/good/063,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/063.png,breakfast_box/test/good/063.png,breakfast_box,test,good,063,0,0.4739946470810817,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_063.png,143.614835000335
GridAware DINOv2,breakfast_box/test/good/064,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/064.png,breakfast_box/test/good/064.png,breakfast_box,test,good,064,0,0.5449041059383979,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_064.png,147.4350170001344
GridAware DINOv2,breakfast_box/test/good/065,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/065.png,breakfast_box/test/good/065.png,breakfast_box,test,good,065,0,0.49833682637948257,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_065.png,140.5241840002418
GridAware DINOv2,breakfast_box/test/good/066,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/066.png,breakfast_box/test/good/066.png,breakfast_box,test,good,066,0,0.4806612730026245,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_066.png,155.425674000071
GridAware DINOv2,breakfast_box/test/good/067,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/067.png,breakfast_box/test/good/067.png,breakfast_box,test,good,067,0,0.4614127828524663,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_067.png,145.81442599956063
GridAware DINOv2,breakfast_box/test/good/068,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/good/068.png,breakfast_box/test/good/068.png,breakfast_box,test,good,068,0,0.5112127226132613,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_good_068.png,151.04122599950642
